usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
77,18,13,2319,341,165,5.622404439652705,17.1363078107055,941213,23721,2.9898896341520094,697,1097283
77,18,13,2310,343,163,5.606770085816573,17.121282304458713,934175,23452,3.007477571844778,702,1100053
78,19,12,2339,339,162,5.559929540576704,17.080143073023173,940981,25111,2.992413012922853,708,1099303
78,17,12,2311,344,162,5.655835798191734,17.08324075950902,952115,24444,3.020236580933348,706,1099700
78,5,0,4105,399,178,2.179470859809189,6.258083883695718,1167320,67414,3.195291431617891,143,1080235
78,7,0,4084,400,177,2.2713841303513065,6.318213318646808,1174955,69960,3.1686574633059346,143,1079969
79,7,1,4104,395,178,2.198265178184174,5.953988636747343,1168801,72867,3.185382521558437,145,1078729
79,6,0,4094,396,174,2.201866191091876,6.39299423377692,1171082,72705,3.1879145187982174,140,1080711
79,6,2,4100,402,180,2.156394588614606,6.434019120306635,1178206,69035,3.181899015421762,144,1080986
78,6,0,4066,394,178,2.258495369638083,6.007745966527558,1167333,71249,3.19771132702405,142,1080188
69,36,8,3075,401,219,3.993280374915133,4.674320069812561,1033373,238888,3.7930370256204635,253,1050877
69,8,5,2955,237,132,2.014480747717502,2.1381133702044424,1029026,234324,2.0259757723774086,130,984535
70,10,6,2950,223,131,2.110593746898485,1.8888124030522147,1025426,232903,1.972632493816555,140,985378
69,8,5,2948,227,131,1.9813281247242436,2.01598495889903,1031705,232572,1.9971599134497537,127,984545
70,7,4,2959,227,129,1.9703351876506117,1.9184217036994393,1032643,233438,1.9969133014705551,138,984493
70,9,6,2956,229,131,2.0,2.0,1032179,232843,2.0,135,983981
81,3,1,2225,307,217,3.641896790363903,5.093579563507765,922289,137927,1.0031046626592874,281,1038335
80,5,0,2184,310,213,3.55524093602439,4.853185945646968,918880,135904,1.0131255042141478,278,1037772
80,5,0,2206,304,215,3.650519788566318,5.04059711780721,914529,136717,1.0249756655617386,272,1038344
80,5,0,2187,302,215,3.5822343385303803,4.867497652770074,913065,139748,0.9987936347697193,278,1037275
81,4,2,2197,310,215,3.616030690637443,5.053468138762163,918262,141283,0.9733744242195915,286,1037291
80,2,1,2209,307,213,3.583843500205809,4.951629694047401,923431,135179,0.9806336424880738,278,1038895
83,5,1,3029,411,239,1.915815147057284,2.4723448637683236,1216397,193518,1.316487489383298,400,1072787
82,4,0,3031,416,243,2.0121251061029928,2.414840042345176,1218042,191541,1.2974122392201222,410,1070512
83,5,-1,2999,414,238,1.9889670682764888,2.8433333492490407,1221003,193226,1.3083226513584734,401,1070489
83,6,0,3018,417,241,2.0,2.59,1224535,193082,1.3,406,1071511
82,6,0,3016,412,239,1.9977970074894025,2.5956989139139695,1227280,194086,1.314121240840192,405,1072067
83,6,0,3018,417,241,2.0,2.59,1224535,193082,1.3,406,1071511
73,7,0,3234,569,72,6.73931241266092,21.265287091786806,1508379,53377,2.7944086141807585,201,1109270
74,9,0,3236,567,71,6.7948044223844315,21.27019105076628,1506224,52031,2.805502352777567,206,1107611
72,7,0,3468,682,112,6.850716276898856,25.946907123593103,1558102,64986,2.9319543887643382,212,1115398
74,7,0,3217,570,72,6.745027086969849,21.243392714662942,1511391,52820,2.788939152748171,198,1109196
74,7,0,3216,570,72,6.8,21.2,1510447,52634,2.8,201,1108710
74,6,1,3199,563,70,6.827600575669999,21.092327520406347,1512540,53286,2.812349604179542,193,1109339
0,47,64,1364,432,273,0.6,0.6,965273,950976,52.0,75,25
0,46,63,1369,432,273,0.5842921495614369,0.6152219879923742,957718,937322,57.27770180856048,75,25
0,46,63,1372,430,273,0.5817692742515179,0.5981968555133204,957805,949480,21.458516429954763,74,24
0,47,64,1361,431,274,0.5920285390772894,0.6032555956164725,973943,944259,38.0004506495167,75,25
0,46,64,1370,433,271,0.5972167269738679,0.5218145216994334,955387,945276,51.24976256239642,74,25
0,46,64,1361,432,273,0.5863232186380202,0.5600005077840943,973017,954635,39.63992204115946,74,24
0,9,5,1884,314,193,1.1860321330458423,0.8350803462853409,1592973,1443472,235.29546734349566,89,10
0,8,4,1886,317,195,1.1991466771795398,0.7837327791878692,1605723,1449395,215.86307933264484,89,10
0,9,5,1872,317,194,1.199061475375778,0.7666299369524952,1592776,1454487,211.86377440279097,88,11
0,8,4,1879,317,197,1.2089215180643242,0.8056394847921451,1596900,1455397,202.19741402614378,89,10
0,9,4,1886,318,196,1.1837363025127943,0.7051956292101903,1596892,1460187,207.97144943935473,89,11
0,9,5,1879,318,195,1.2,0.8,1598065,1456441,216.0,89,11
0,26,23,2335,419,181,0.5807418005797187,2.1933868182747247,638010,585791,847.229940601872,84,14
0,25,22,2336,422,181,0.6172098182036516,2.210828405660951,631765,593193,824.6997173808337,85,13
0,25,22,2361,420,180,0.5912210714085423,2.257310482589442,641100,602750,810.0784294178088,85,13
0,26,22,2340,420,179,0.6025034379458392,2.262915116564473,638025,581559,808.6152420632748,85,13
0,25,23,2339,420,181,0.6072522959322098,2.1380678239839153,651797,588596,822.6555021934872,84,13
0,37,26,2834,466,199,1.2720680064109529,2.9916485878762695,713808,608050,1710.0242356853912,85,15
0,13,7,1438,219,107,1.7744261563168513,5.490296775445067,727210,569729,2392.4675156870576,83,15
0,13,7,1440,219,109,1.8005487959607156,5.553697172948082,712495,567718,2393.6174664232667,84,16
0,14,7,1443,221,109,1.79,5.57,716801,563258,2390.0,84,16
0,13,8,1449,221,110,1.7875745526862272,5.595066799591117,722068,556737,2362.6661794143256,83,15
0,14,6,1444,218,110,1.8051893038998594,5.63377125182825,711544,563628,2407.247157836668,83,16
0,14,7,1449,222,109,1.810264845644645,5.600038839870109,724986,569335,2329.695085268351,84,16
0,17,14,1128,429,142,0.4,0.4,818219,590202,480.0,93,7
0,16,13,1137,429,142,0.40384878916241085,0.41680844646370224,803907,584151,490.65258343695945,93,6
0,16,13,1133,428,142,0.40013544866746115,0.38380369618040894,817563,586174,490.1476730782237,93,7
0,17,14,1123,427,141,0.40742661898324506,0.4080357661009415,808395,581844,512.8178813703863,92,7
0,17,14,1135,426,143,0.4005813646247275,0.37065151286586645,811172,583783,499.45627184351497,93,7
0,16,14,1121,428,141,0.3954362125511027,0.3923461850533608,825416,587181,508.4840310839694,92,7
0,18,18,1856,413,250,0.5360018927293503,0.6687213832653922,635300,584687,797.1497711483366,93,12
0,1,0,1503,390,228,0.40220268291320865,0.5976287013811477,636660,577446,421.73096693475554,90,8
0,1,0,1518,387,229,0.3821183743874439,0.5544752898019579,622864,572218,406.4112262173564,90,8
0,1,0,1500,390,228,0.3959523177048338,0.584351944168366,630074,568358,420.28158269367066,90,8
0,1,0,1498,385,230,0.4126416316391184,0.5879443626265748,645842,578816,379.65817617011396,91,8
0,2,0,1512,389,228,0.39772679356511464,0.6183768295373451,639163,564607,406.5038999671622,90,9
78,52,59,4749,250,299,3.0451404083034634,6.369651870952692,225640,546947,3.770697627919531,336,1017279
78,42,54,3927,253,249,2.6661104974001044,4.59977722519571,195151,528384,3.449001839844508,338,1012767
79,41,55,3927,232,244,2.594419248619835,4.585794122321523,193317,529289,3.4156921808451286,333,1013268
79,41,55,3959,258,251,2.611124684087469,4.581414465770395,192486,527266,3.4410440935701025,352,1013437
78,42,55,3965,253,252,2.6536717942202803,4.621456837158219,197047,528250,3.4235630995958304,331,1011665
78,41,55,3947,238,241,2.5895023340649503,4.557007066037704,203075,530974,3.3599576316762505,355,1011505
90,12,12,2807,458,216,0.5801967062513106,2.0487755643817582,648025,587744,3.2441664619023682,240,1043924
88,13,14,2872,520,480,0.6,2.149115294163272,654834,586642,4.784125836719086,261,1046865
91,13,12,2844,463,214,0.5556237400996616,1.9981959236043914,650101,590731,3.1933568406784985,204,1042615
91,13,12,2887,464,216,0.6138498253731602,2.001989686207204,647451,584387,3.196883222802175,191,1044131
90,13,11,2912,458,212,0.6297226477917618,2.0067762964266187,656218,589330,3.2678143588665614,175,1043009
90,13,11,2822,460,210,0.6459013768806002,1.969556205911585,642839,585197,3.2128145062581916,219,1041635
87,64,82,2453,453,192,1.1908595836045837,0.8329802108767999,583365,571929,1.9926081728952467,571,1040188
88,63,82,2469,446,198,1.1334477650589514,0.7923058177294535,587726,568732,1.991002484496089,554,1041940
88,64,82,2442,456,192,1.2,0.8,584516,567421,2.0,555,1041030
88,64,81,2413,463,189,1.166080511826529,0.8076411996875332,579003,574593,2.012788706283848,566,1037761
87,63,82,2453,458,188,1.23597921611145,0.7672334852162297,582556,569130,1.9452126476606229,546,1041246
88,64,82,2442,456,192,1.2,0.8,584516,567421,2.0,555,1041030
71,18,1,5638,1123,1084,5.212673170993811,4.055564941089758,972438,902343,1.6912065254304889,755,1054651
72,17,0,5611,1117,1093,5.285567141131153,3.995965300542949,967041,898407,1.67740353676545,731,1056364
72,17,1,5650,1134,1090,5.190089446815511,4.036889487002408,966723,900814,1.6839406564550516,714,1055241
72,17,0,5625,1126,1090,5.239152964464646,4.000177349060217,968749,900737,1.7093973851394202,749,1053104
72,18,0,5588,1129,1098,5.209048220038715,3.9775647457119887,966461,902577,1.6813676039064185,702,1053429
72,17,1,5626,1135,1097,5.176452619769921,4.010415459255192,970681,906324,1.725818282823435,715,1054458
80,6,0,5369,363,243,1.4488353253194401,1.3929594443917803,672335,427908,6.233826823959591,1279,1338587
79,6,0,5272,358,241,1.4122943437285678,1.3425594358688906,667715,421818,6.1962912125319995,1245,1338417
79,7,0,5324,369,240,1.4239595340232936,1.3987477307060128,664963,430211,6.17926045890194,1268,1334674
79,7,0,5316,373,238,1.3822800552421157,1.37624626448157,674985,424715,6.190504307076282,1248,1336020
79,7,0,5299,367,242,1.4494214873925122,1.4205385014868719,669678,427651,6.245719379420954,1291,1334458
80,7,0,5339,364,240,1.4,1.4,671122,426880,6.2,1256,1337077
79,19,14,3392,577,572,2.0,2.6,483123,507757,1.0,546,1059475
79,19,13,3390,572,568,1.9773058869953553,2.6141572096709,484686,509200,0.9948999131911834,582,1058287
79,18,14,3384,571,576,1.9741853077625724,2.5954434052322832,478319,501161,1.0047658912324857,567,1057477
79,18,14,3403,579,565,2.0113706410375025,2.571187608650965,474617,503204,1.0435858900910215,537,1058058
79,19,14,3392,577,572,2.0,2.6,483123,507757,1.0,546,1059475
78,18,13,3393,576,577,1.9989572136208478,2.668277175865477,482652,506957,1.022434883137933,570,1060416
80,14,10,2275,312,228,3.21,1.2,565950,400919,3.4,3791,1041151
80,14,10,2221,306,225,3.1890077159964645,1.2005775336927926,565037,405263,3.387940729661738,3796,1042131
79,14,10,2266,310,220,3.206467257487794,1.20123484717206,574501,397659,3.385824200260883,3795,1037669
79,13,10,2279,314,225,3.2546940418947554,1.202916734056882,564187,401834,3.4492546416749286,3765,1041733
80,13,10,2261,304,218,3.2090537782538453,1.2266228019972636,567243,398878,3.4356394039031235,3781,1038466
79,13,9,2331,313,228,3.229064416982359,1.181597915971111,561113,399773,3.4102967548070446,3779,1043139
70,17,8,4017,665,584,6.371656459295062,4.007439040186023,572425,422275,1.2239438864870475,753,1120725
70,17,7,4023,658,576,6.3725188493073865,4.006383813801844,562769,420909,1.1973853695136165,777,1118243
69,16,8,4010,667,586,6.408302433787074,3.978743433222445,571252,424445,1.2263010084414674,760,1117589
70,17,7,4055,657,575,6.335802814604738,3.9897486110954246,561345,423037,1.190936454439502,740,1115768
69,16,7,4086,669,577,6.355281302786201,4.0068653936752,575702,419107,1.2129417019452478,765,1121261
70,16,7,4176,661,579,6.413846409823132,3.955454997928717,567143,421205,1.2175305991495633,747,1117100
85,4,2,2505,118,274,0.8360250499293194,0.44918675402360175,120179,587217,1.9872359048694177,2073,1076943
88,3,1,1833,117,217,0.2529122459796439,0.16417628737799028,105731,584654,1.7866101868836946,1533,1041936
83,4,2,5791,187,269,0.48765070597544286,0.6178305430651286,153324,588074,2.0228594102012893,2181,1061661
88,4,1,1812,122,230,0.24170592889596837,0.18328050459989206,109037,582009,1.7626507665090125,1515,1040066
88,3,2,1802,120,219,0.1678068104399989,0.20128539149320943,114708,579121,1.8364467565882039,1511,1038849
83,4,2,6911,182,273,1.1444133346414804,0.5454816863131893,153492,589015,1.933115281251235,1803,1060874
81,9,2,3551,750,745,2.999380726057362,3.008251125399788,617792,642393,2.1949859119300337,607,1059162
80,10,0,3533,747,756,3.0349276398796126,3.0085887871491677,631241,637709,2.200583243810961,644,1060149
80,10,0,3592,745,743,2.9791941722446884,2.9983894104099025,628565,641178,2.2321646986039685,638,1056090
81,10,1,3579,745,751,3.0,3.0,619936,638238,2.2,636,1059296
81,9,1,3593,738,746,2.97989850032803,3.052186360878351,613982,638493,2.2625706873633007,615,1057360
80,10,1,3573,742,752,2.998743335160458,3.0369992502365784,618769,640263,2.1923204610626805,599,1060593
65,56,64,3866,331,236,1.398115994056263,1.5694637345348983,543310,451579,3.0313141781521233,157,1036026
66,56,64,3893,332,238,1.4,1.6,536029,449132,3.0,150,1035609
66,56,63,3891,336,236,1.37462796738111,1.560625415681279,540091,445809,3.021440047673214,151,1036376
66,56,64,3893,332,238,1.4,1.6,536029,449132,3.0,150,1035609
66,56,64,3891,328,235,1.367448876629953,1.588810533848761,531494,452347,3.0043364391044785,180,1034383
65,56,64,3885,327,240,1.404949313502977,1.6175730939008586,542459,447745,3.020545156806543,147,1033897
83,47,62,2754,339,195,1.5433493614548035,1.0330305791587509,845030,490856,4.196184831406886,3579,1031743
83,47,62,2716,338,194,1.5971322816810003,0.9927210990772894,847533,490082,4.178696282553422,3564,1032124
83,46,62,2757,344,196,1.6175160883184543,1.0227760847932463,847679,489001,4.213387195645145,3558,1032161
83,47,63,2782,343,191,1.6215153313331552,1.0527978706839611,859984,492143,4.213087008171204,3568,1031509
83,47,63,2769,338,192,1.59,0.99,850333,491906,4.2,3581,1031852
82,46,63,2804,341,189,1.5522538194963258,1.0135806232890212,854392,489190,4.208622404873756,3564,1027950
70,6,2,2948,224,203,3.19,3.59,428831,387601,2.0,115,1082453
70,5,1,2960,213,215,3.1904725985671485,3.5752876787278467,424901,388915,2.009763327380771,150,1081414
69,6,2,2931,231,204,3.1829163037955643,3.5986084607693867,420377,386728,2.023157890643075,62,1082614
70,6,1,2951,218,200,3.1585982578065233,3.6123340453082635,428727,387460,2.0138487627452863,113,1081829
70,6,2,2948,224,203,3.19,3.59,428831,387601,2.0,115,1082453
69,6,2,2941,228,202,3.178469119344828,3.5931542243730124,430205,383900,1.9717297480765914,93,1086134
81,1,0,4117,261,221,0.16910711357428423,0.9709266682583497,605162,331627,5.218351394047895,309,1000915
81,0,0,4097,243,211,0.21806655590126472,0.993116870804119,596311,330208,5.209694714175623,322,1002894
81,1,0,4123,257,213,0.2,1.0,607636,329374,5.2,311,1003229
81,1,0,4123,257,213,0.2,1.0,607636,329374,5.2,311,1003229
81,1,0,4113,255,216,0.20735915427427587,0.9867599550894943,608098,337059,5.181682349643006,301,1002856
81,1,0,4123,257,213,0.2,1.0,607636,329374,5.2,311,1003229
77,5,1,5459,302,350,0.21280605881602543,1.1048521787634613,228046,667603,2.0,313,987956
76,6,1,5382,305,325,0.44518410238756007,0.633950420873997,253707,649250,2.0,307,990495
78,5,0,5321,309,322,-0.02106696081005265,0.1967406151819788,213240,644913,2.0084622828064544,318,983907
77,5,0,5335,300,314,0.003463088541636054,0.2131337950601457,222207,646070,1.9723599592712888,343,987570
78,5,1,5290,300,320,0.0,0.2,214690,646119,2.0,302,985582
78,4,1,5267,298,319,0.016229992937669677,0.24831187269338112,216944,643461,1.9745667713545252,299,987569
76,2,1,5970,323,389,1.6834799737456412,2.0334513703301518,263467,669365,2.0,300,985020
76,1,1,5908,308,348,1.206165420779406,1.2593911214384141,260922,665489,1.984185809420611,333,979967
75,2,0,5938,322,356,1.186566997417822,1.1969339958583736,263033,666596,1.9826293205081604,298,979530
76,4,1,5985,319,375,1.3846865316620929,1.376094033611262,303047,681931,2.0,292,981558
76,2,1,6166,319,381,1.2667054069676387,1.510244685664476,286342,674364,2.0,295,983499
76,3,1,6319,326,393,1.6409164913916279,1.805441012124989,292539,671350,2.0,288,983162
83,25,17,2188,508,171,1.159154563353473,2.619718912201496,935188,608442,2.5717544677669686,199,1035184
83,25,17,2225,504,157,1.216653909541001,2.642159290877751,930640,614225,2.592349849564299,219,1033116
82,25,17,2188,500,168,1.1877223785811566,2.6163466594948983,929361,613585,2.6221779119179316,235,1031666
82,24,18,2143,501,170,1.2341437178748285,2.677260828676172,921701,614962,2.6253361796268964,254,1034126
82,24,17,2173,502,154,1.1812999948797196,2.6111633167354387,928120,610635,2.6108852505447073,235,1032473
82,24,18,2159,501,168,1.1789874013743873,2.6174365650448643,922627,611745,2.62301423338369,240,1034830
78,6,0,3940,666,581,3.0130184465311487,1.414559351523487,567711,394897,2.003125395549356,410,1124883
78,6,0,3984,657,575,2.9780286997486147,1.4141964884105565,569862,393919,1.9880933031985695,427,1122814
79,6,1,3910,658,578,2.9761664843293576,1.3894409301226647,568230,394331,2.0005114919386657,418,1125768
78,6,2,3946,658,578,3.01693171291212,1.3927993346223257,570144,396397,2.032800067653168,418,1128180
79,6,1,3979,666,564,2.996847501578744,1.4062813115370891,568496,394186,1.9793095471191442,495,1125801
79,5,0,3925,662,575,2.9491582940785768,1.372031709758351,564792,398788,1.9888111884570785,415,1124348
76,3,2,7220,247,308,1.430833538939728,1.3993630757686548,172965,566725,2.332245742747145,307,1005173
77,3,0,7178,251,314,1.405868647695631,1.368498334183052,160276,570943,2.2686231305697824,288,1003388
77,4,1,7225,252,310,1.4,1.4,164847,565690,2.3,299,1004424
76,3,1,7203,243,310,1.3846996250237384,1.3841040189504055,161985,567278,2.2391064366431563,299,1004721
76,4,0,7259,247,306,1.421685415429481,1.4518032239648038,167904,565524,2.303406136607391,286,1003179
77,4,1,7225,252,310,1.4,1.4,164847,565690,2.3,299,1004424
80,6,0,2669,591,573,0.6496314197459988,2.1797678709033885,649017,572679,1.0016738830013914,191,1048776
80,7,0,2590,584,570,0.5720082811779229,2.2100814965747766,649024,567207,0.9960470495865529,165,1046363
79,6,0,2646,598,567,0.553821542119675,2.1713472756579093,648645,575775,0.9746591225497878,161,1045593
79,7,0,2674,587,569,0.6562930790961383,2.2147268301486305,649538,572031,1.0053123931376804,182,1048386
80,7,0,2644,596,566,0.5914203992582981,2.1600842988057445,648603,572943,0.9875769283941127,157,1047598
80,7,0,2635,588,572,0.6,2.2,647485,572968,1.0,169,1047085
84,3,2,1527,122,145,0.2,0.2,413659,365236,3.0,135,968140
84,2,2,1529,121,140,0.2508873072519942,0.20854808563666155,413761,366256,2.9714988259632173,132,968521
83,2,1,1607,121,151,0.15474016264516632,0.23699223514952722,409106,360279,2.9784979498294315,122,970023
84,2,2,1478,118,149,0.18474437811776875,0.24896229625861552,418265,364327,2.96592817706586,144,969726
83,3,2,1493,124,138,0.1420663863267178,0.22916743421304844,420420,364766,2.9817431343418153,113,966306
83,3,2,1505,121,147,0.22965354058802304,0.16631845818341826,413986,360514,3.0092304924044964,136,966049
90,15,13,2446,561,243,0.1831688841402763,0.22546138741166713,656472,661041,1.813043301810155,393,1048904
90,14,15,2442,573,243,0.2575014566084699,0.17508068301565927,647350,656141,1.8084906621415204,422,1045508
87,17,23,2853,716,485,0.5913576197840508,2.818729501179421,652860,667421,2.175875711905392,460,1058823
90,15,14,2434,570,253,0.21026848047668006,0.16329568395117983,658449,654484,1.7555420141338292,452,1046403
91,15,14,2423,566,248,0.2,0.2,649934,653520,1.8,430,1044971
91,15,14,2423,566,248,0.2,0.2,649934,653520,1.8,430,1044971
88,0,0,2194,205,100,0.4191005243907292,1.3161000225755555,43997,43879,2.999168450139085,130,1130912
88,3,0,2214,203,101,0.38854152576828244,1.169681808538262,46428,46484,2.9611164542550106,124,1131923
88,1,0,2165,205,101,0.4,1.2,43107,44139,3.0,130,1131931
87,0,0,2199,204,101,0.432297422335365,1.2824908531566654,41593,44754,2.993556796774367,102,1133918
87,0,0,2158,204,99,0.4263809091772049,1.3518244848572953,42266,42668,3.0285780566137053,121,1128473
88,0,0,2209,204,100,0.3924154512162332,1.1766562025377079,42153,44566,2.9736513357530265,107,1132510
92,3,0,1682,132,88,0.3533495132796911,2.006466500858907,219767,107003,2.2038559649947618,2295,1011717
91,4,0,1700,132,87,0.42188105636678086,1.69901034789442,218764,106878,2.183017055818852,2295,1009168
92,5,0,1731,133,86,0.4020116444599553,1.7435331766659103,220696,107891,2.1642702731820664,2290,1007778
91,4,0,1646,133,88,0.3936106752000428,1.689850813955125,219228,108142,2.2342617666957505,2291,1011313
91,2,0,1686,129,85,0.4243191965052602,1.9452556166211357,222062,107135,2.184992835556408,2300,1008918
92,3,1,1657,129,88,0.4254778067924112,1.825754319702399,222899,108387,2.200214191921902,2291,1009371
93,11,2,1716,76,114,0.33488800472894975,0.4293417989998206,78268,96092,0.9963377868104238,630,1066266
92,10,3,1606,73,116,0.4091284453020737,0.5323876904051253,73266,92415,1.0246144549430871,633,1068944
93,10,3,1702,74,114,0.34346358734225685,0.5346139454975423,77039,94582,0.9566074232602036,642,1068227
92,12,1,1662,77,114,0.3996037276715109,0.43947031753888605,74327,93759,1.0047778954834639,616,1069137
92,13,2,1705,97,116,0.5533853489597609,0.9787906502450014,79609,102917,2.13236801818422,745,1071214
92,10,3,1697,75,114,0.4865821157800105,0.452846586970139,77856,92667,1.0089530991697373,614,1067230
83,2,2,5356,405,273,0.2310694581060233,0.1535950409977048,23770,157056,2.5136742608318663,149,1015827
84,2,1,5402,406,274,0.2,0.2,22609,155154,2.5,152,1015040
84,0,1,5425,410,274,0.26142654239698765,0.15585897169194768,22035,154892,2.482109968628036,156,1014432
83,3,1,5402,405,273,0.23373387243138663,0.020975325947451107,21877,157449,2.5075897988720373,175,1014785
84,2,1,5402,406,274,0.2,0.2,22609,155154,2.5,152,1015040
83,2,0,5429,405,272,0.20259625671766038,0.24676145869952654,21702,154386,2.4957179100040663,158,1015313
92,6,2,2041,122,115,0.5646512232694842,0.7784675864760109,36641,58879,0.9789819121516469,1190,1110527
92,6,2,2040,121,112,0.6,0.6,38688,60507,1.0,1201,1111232
92,6,0,2066,120,113,0.6271576801465216,0.7034069275859285,38948,59496,1.0106454194535441,1203,1111732
92,6,2,2040,121,112,0.6,0.6,38688,60507,1.0,1201,1111232
91,4,2,1975,117,112,0.7083852849911428,0.45280262851552366,40449,61317,1.0068825588762356,1215,1112511
91,3,1,2034,119,112,0.5866171881352575,0.5611551272345277,39079,62576,0.9854443345517286,1211,1110761
90,66,90,1865,132,62,1.2726477269896261,2.209922813522748,41583,21734,1.291294960383946,687,1020502
90,117,151,1996,191,74,1.3881133788120135,3.8496758901487067,40781,27178,1.3991071021236274,835,1022864
90,97,170,1944,154,93,1.8379066891667055,2.394883599040102,41751,26067,1.4265495461542543,785,1022913
91,102,159,2029,139,67,2.1540355618366474,3.6694664749702683,41263,29442,1.492612102975,825,1022747
89,67,89,1835,130,63,1.1550032295227244,2.171627005444143,39286,24008,1.307451402759258,692,1019364
89,66,90,1867,130,63,1.198557753979933,2.3350184359910395,41809,24455,1.3040459727435134,711,1021792
89,4,0,1969,209,200,2.4,0.8,131479,48942,1.3,1126,1053153
88,4,0,1936,208,199,2.3920158757648364,0.8203319080124489,132424,48598,1.2945327887351665,1142,1053359
89,4,0,1969,209,200,2.4,0.8,131479,48942,1.3,1126,1053153
88,3,1,1989,210,199,2.4330232301588324,0.7975218119403942,132252,50014,1.3165896586354424,1136,1053005
89,4,0,1969,209,200,2.4,0.8,131479,48942,1.3,1126,1053153
88,3,1,1966,210,198,2.4937999319568744,0.7906335649974524,131348,47146,1.2899565534589068,1131,1054131
91,5,5,1586,64,104,0.25704429064226886,0.2566100709598754,41011,30072,1.5211417821526187,303,1018160
92,8,16,1871,82,117,0.288969491857397,0.34800565697686653,43282,30425,1.5424181953834257,345,1019781
92,20,15,1879,80,126,0.2259771216458245,0.25106164184595214,43983,30951,1.8165756854431916,340,1017665
92,3,3,1575,63,103,0.26132910227289863,0.3159992876290721,39358,30658,1.550837582041115,313,1017281
92,4,4,1540,72,101,0.16706364013242855,0.10177798217287029,41342,29740,1.5160010995543172,307,1016943
92,5,4,1568,68,102,0.2,0.2,42053,30000,1.5,313,1016542
91,6,5,1847,127,102,0.6471190943950917,0.7644649616194976,121053,57120,2.2129607243072438,218,985830
92,6,5,1860,128,103,0.6,0.8,118921,56765,2.2,238,982450
92,4,3,1836,129,101,0.5907725866718418,0.7224365033392115,118494,56870,2.209422110905234,239,983385
