usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
83,24,32,470,38,25,2.000223233944321,2.0686727931671487,89114,35933,1.2409698312009798,3684,1821661
87,15,4,1814,341,208,1.0311950533630982,1.009167124345515,88541,95571,1.9860151731128104,42,1525621
87,14,5,1824,343,205,1.0925088570581185,1.1240846340803352,88927,93961,1.984643131015916,80,1527726
88,15,5,1806,342,209,1.0235810509571808,1.0089691157788052,94367,94195,1.953802000998665,-39,1527846
87,15,5,1769,344,209,1.0260278771242788,1.0492516857980179,86404,92138,2.0350002949245143,136,1531519
87,15,5,1825,344,211,1.0174355456857829,1.0127136172649618,92921,93074,1.9907429917518271,82,1524994
88,15,5,1839,347,207,1.0423347864576284,1.0182027980488335,90466,93493,1.9919393885111627,155,1529394
75,11,6,4532,185,163,3.776530744068667,5.029734869711849,89143,62669,4.39114722833161,800,1538328
76,11,5,4520,185,167,3.8213889237529117,5.0288325252777195,84868,65548,4.358677762166789,818,1535065
76,11,5,4545,181,166,3.7998860899656153,4.984527080942055,81866,65271,4.416747186357278,890,1539017
76,11,6,4520,180,165,3.833172862583564,4.988064403022142,87896,62778,4.403786896439599,978,1536311
76,11,5,4527,182,167,3.811148586207891,4.957240188175767,84868,65394,4.3907788435727335,882,1535631
76,11,6,4515,185,165,3.79,4.99,85634,65019,4.4,890,1537031
89,1,0,474,45,37,2.0612681653481886,1.9218238881454972,65475,76072,0.9646515110244341,6602,1850337
90,2,0,421,45,34,1.953430867508,2.037966808373651,63836,76633,0.9758935490771131,6502,1852197
89,1,0,485,49,32,1.990043444346648,2.010117361277595,68122,75132,0.9744200494151761,6490,1853017
90,1,0,426,43,37,1.9789378319469146,1.9368798444690003,60095,73429,0.9773143444843383,6533,1852362
90,1,0,474,51,36,2.0433503736707546,2.0406980619738304,63409,75123,1.0254176541003175,6561,1854623
89,1,0,386,47,34,1.9981616604747523,2.0042713330098256,62076,74735,0.9971635522504017,6534,1851393
88,5,0,3317,393,217,1.9915736248654914,0.8271636675649194,126760,87648,4.818011702177549,2215,1551579
88,5,0,3333,394,218,2.0214923445800053,0.8093031997166918,135597,90015,4.8134892745431435,2204,1552411
88,4,0,3293,397,217,2.0387858911827963,0.8239593906047351,132525,88284,4.778335029670524,2330,1557048
88,5,0,3272,394,217,1.9880306366455613,0.7226718128495991,135460,86817,4.790646801946637,2184,1559936
88,5,0,3309,396,222,1.9020958361652622,0.8105241436713134,136071,89327,4.813768141325768,2260,1558038
89,4,0,3268,398,218,2.06562321051091,0.8164792958720299,137760,89630,4.822242228086783,2190,1557956
90,0,0,2623,210,193,0.21730188606104936,0.12803611286604377,294406,67237,2.814600312949818,318,1711787
89,0,0,2628,209,199,0.23258233975973386,0.2104043429545861,299557,65136,2.811964235409814,301,1715064
90,1,0,2596,211,195,0.2,0.2,299110,67609,2.8,266,1715549
90,1,0,2600,215,198,0.21237179405666565,0.15838933721500592,305923,67788,2.8167745193844933,321,1714545
90,0,0,2560,208,198,0.22668010039447242,0.16884585380952583,299890,65394,2.8150931556436505,277,1716445
90,1,0,2626,211,198,0.1981957311139787,0.21271493581488565,300474,67401,2.797849704055005,266,1718092
96,0,0,957,89,61,0.5810563464720315,0.5435189328535155,90275,15134,2.2195377481811107,3171,1704661
96,0,1,957,87,61,0.607713953611819,0.5026523581596201,96530,14218,2.2088567942650146,3020,1706378
95,1,0,981,86,60,0.581896783231911,0.572645933194786,94764,13216,2.235915938316564,3100,1706459
96,1,1,963,90,62,0.6,0.6,91754,14319,2.2,3125,1707618
96,1,1,963,90,62,0.6,0.6,91754,14319,2.2,3125,1707618
96,1,1,963,90,62,0.6,0.6,91754,14319,2.2,3125,1707618
87,5,0,4901,508,330,2.0,0.6,165967,155044,2.8,2560,1646453
87,4,0,4903,510,329,2.0875288894573565,0.637444459192706,167939,156538,2.7991394329449486,2569,1646540
86,4,0,4898,502,331,2.008549770678361,0.5357169322344755,162265,155334,2.770168527594147,2599,1645283
87,4,0,4889,506,328,2.0584826251897157,0.6475672176466261,166689,153797,2.781810940880961,2634,1642272
86,4,0,4854,511,328,1.9637864463457546,0.5461410244290379,169529,154948,2.7888182952436855,2513,1645946
87,4,0,4878,508,326,2.0134299484369804,0.6665198768173811,165808,155513,2.7599955554306272,2618,1644836
95,1,1,237,23,24,0.8166009331436781,0.7912951535971025,33381,22124,1.1778404443316246,6996,1848199
96,2,1,253,22,24,0.8,0.8,34552,22677,1.2,7091,1846198
96,2,1,253,22,24,0.8,0.8,34552,22677,1.2,7091,1846198
96,1,0,227,21,26,0.760829766289063,0.7182554608571664,43039,22010,1.2107899876921722,7079,1848289
96,2,0,203,22,21,0.7784430536352491,0.7808335965746523,30919,23495,1.2312448860662444,7041,1847395
96,2,1,253,22,24,0.8,0.8,34552,22677,1.2,7091,1846198
96,1,0,1284,28,27,0.606822411651334,4.232385775040699,46229,8967,2.1476193005920647,4472,1833451
96,1,0,1275,32,30,0.6317952918636063,4.162876668218816,52440,8511,2.1900421719852363,4582,1830219
96,0,0,1293,29,30,0.5726872261822379,4.151464071971045,47715,9162,2.2228413959370847,4633,1827646
97,1,0,1276,29,31,0.6,4.2,47728,9473,2.2,4590,1829136
97,1,0,1276,29,31,0.6,4.2,47728,9473,2.2,4590,1829136
97,1,0,1276,29,31,0.6,4.2,47728,9473,2.2,4590,1829136
85,1,0,4260,213,190,1.8104098774002615,0.6289869413483637,85538,42852,2.155624059657631,504,1736204
85,2,0,4264,202,184,1.815441785086329,0.6559137990454534,87485,44621,2.1716961846272405,446,1740965
85,1,0,4184,208,184,1.8485357331746939,0.6019805377751404,89009,44260,2.1907294089546183,545,1743422
88,2,0,6452,251,206,1.8480820532061537,0.7943977272132529,85484,46104,2.511536293847488,794,1747429
85,1,0,4232,203,185,1.7990560746645041,0.5478023716324545,83567,43427,2.1887310024497606,550,1739155
86,2,0,4185,209,181,1.7758761644755356,0.586876797861316,84968,41866,2.182500431088388,644,1738336
90,0,0,269,31,31,0.185901627806379,0.21912862583066545,-203,9459,1.6350567089598176,1229,1769050
91,0,0,242,28,33,0.1831990740738938,0.3066836415165398,3197,5948,1.6126947352565557,1250,1766914
91,0,0,250,30,30,0.21192636566181358,0.2338618108374266,3524,6216,1.6116322939022738,1250,1775090
90,0,0,263,30,33,0.21224296162458914,0.08183941493004285,5034,7306,1.5858264104098614,1111,1763665
91,0,0,226,33,33,0.17920805338379292,0.1993426458419582,-937,7866,1.6366365390381208,1167,1771525
90,0,0,277,34,31,0.18291172327528013,0.22966661201695068,905,6481,1.5984892705946558,1131,1767184
96,9,8,488,130,78,0.11587640992276743,0.15938110498076047,292663,52951,1.2201630101649976,1344,1762402
96,9,8,433,127,81,0.20609573914668627,0.2701202062418748,291360,53208,1.2065777307989605,1332,1761683
96,9,8,470,129,81,0.2,0.2,291365,51259,1.2,1302,1760490
95,9,7,444,128,77,0.19927395239677986,0.2349322417937848,292749,52609,1.185976161014281,1244,1758616
96,9,8,470,129,81,0.2,0.2,291365,51259,1.2,1302,1760490
95,9,7,488,129,80,0.21034941899683332,0.21729828576006663,287104,53976,1.1479286872706278,1271,1764119
87,16,13,1393,120,81,0.7747835839632738,0.6295696507871229,317800,182447,3.243145544786854,842,1513729
86,16,13,1409,118,83,0.8434528449879931,0.5856203654583102,323533,181170,3.1912580717747465,728,1509321
86,15,13,1397,119,81,0.7395987312928981,0.5784993119902065,320558,184118,3.18156467139107,666,1510951
86,16,14,1389,119,83,0.7936968611660238,0.6611189685131352,328205,181574,3.1884437938491144,676,1511184
87,16,14,1363,121,82,0.8,0.6,321356,183286,3.2,753,1511563
87,16,13,1362,116,80,0.8277475124138162,0.6414286891787816,319080,182700,3.207645228751613,796,1512561
97,0,0,176,35,19,0.21643682350981522,0.2689231952530264,255613,228973,2.747798875994208,3658,1816314
96,0,0,170,41,18,0.2633601965212966,0.17854910058756723,257021,226261,2.7692652018163515,3620,1826595
97,0,0,183,38,21,0.2,0.2,255771,228527,2.8,3652,1819990
95,15,14,274,41,28,0.23334419734849784,0.3103146979111641,273364,235884,2.917175281405924,3670,1820951
95,7,13,254,56,24,0.2776069657156045,0.3138126118796002,269865,228585,3.18326293870079,3687,1820590
97,0,0,183,38,21,0.2,0.2,255771,228527,2.8,3652,1819990
79,41,32,5202,187,120,2.794629865434987,7.17458857998361,63895,62751,2.3903007593649517,190,1624919
80,40,32,5199,184,126,2.7978128346532216,7.228964906884396,61493,63517,2.4116928782106357,170,1622208
80,41,32,5200,185,121,2.79,7.19,59209,63458,2.4,209,1623562
80,40,31,5158,182,123,2.7516472459425363,7.224800724682046,61386,62069,2.4452965249956655,215,1623656
80,41,31,5231,187,121,2.779853822044938,7.201281026748667,55602,62518,2.402206408155627,302,1623872
79,41,31,5230,186,119,2.7927450948556953,7.314960304968489,59913,61889,2.3963075073589493,280,1623863
99,2,1,174,11,24,0.2,0.2,10271,8797,1.0,6442,1871299
98,1,0,104,12,24,0.20645800602878078,0.16623001177271327,11540,10781,0.9884618916988822,6382,1870054
99,2,0,131,11,23,0.2518962396724024,0.195666505312096,11843,11675,1.006762148343888,6446,1875974
99,1,0,196,12,25,0.18234041254311997,0.2579355522991685,9082,8156,1.0115050831151786,6513,1868379
99,2,1,174,11,24,0.2,0.2,10271,8797,1.0,6442,1871299
99,2,0,216,9,22,0.30239520713295853,0.27500564906505476,11990,10074,1.0076566537966358,6393,1871718
84,1,0,579,77,52,2.160598694850867,2.213295420477734,53513,25398,1.2470072406649182,389,1818452
84,2,0,461,73,50,2.1597340942869434,2.274298133268917,54917,26538,1.182181883114181,284,1812515
84,2,0,588,76,49,2.1970423720934833,2.194935295279017,63082,26970,1.2106512249342254,363,1812108
85,2,0,534,75,53,2.2,2.2,57506,28455,1.2,359,1813328
84,1,0,620,74,54,2.1776932474027735,2.2406394368481117,51317,28650,1.2221847410495414,263,1810780
85,1,0,520,76,52,2.195679407966173,2.2831822183759427,51065,26408,1.246303787581652,274,1812891
92,30,37,1214,144,128,3.2502938933427474,0.9331288152092174,82405,8286,1.5889792104775196,7293,1862756
91,30,38,1190,146,118,3.2128412068866643,1.0915041623457682,88046,7258,1.6051610304708885,7267,1858425
92,31,38,1164,147,126,3.2549908849396494,1.0011363490198935,85257,5203,1.6316673037291431,7291,1861576
92,31,38,1145,143,124,3.19,1.0,81774,6003,1.6,7313,1860552
92,47,60,1820,227,163,3.950605745557166,1.2618454119905682,82039,6393,1.6,7320,1860655
92,30,37,1132,144,119,3.1476414940123862,0.9906072982260934,87788,5147,1.6413974732714909,7332,1859436
99,0,0,166,16,15,0.24530569605308938,0.20550845989006666,7193,6556,0.982738610712021,7335,1862763
99,0,0,146,15,16,0.2913723046281863,0.24829563166460572,2486,3880,1.0011252772174402,7228,1858482
99,0,0,167,13,16,0.20237849954423653,0.21225377061264217,2211,7438,1.0205855115647557,7218,1858232
98,0,0,173,13,16,0.12310229534150804,0.26977301477048055,-1226,5441,1.0102763222444284,7159,1856688
99,0,0,181,12,12,0.16921152554860702,0.18667584075314936,662,6922,1.030901419300994,7154,1860322
99,0,0,159,15,16,0.2,0.2,454,5323,1.0,7226,1859904
86,8,0,2946,407,367,3.591131901048321,3.0279232426901284,257236,197465,2.8051499345539175,4970,1670380
85,8,0,2913,408,371,3.570560037850064,2.9489933293922888,257918,198351,2.819634819209393,5008,1677747
86,8,0,2958,409,372,3.6147626163433864,3.0102442529705695,255431,197484,2.7734612223164397,4934,1677394
85,7,0,2919,407,371,3.5416534075763773,2.9947722037072437,251730,197135,2.7336099674910552,5017,1669569
85,7,0,2969,405,371,3.601268193756757,2.999491458179332,257836,196084,2.79033491960431,5065,1670632
86,7,0,2996,411,369,3.5730830160765343,3.01823683904951,250163,197678,2.8059181486426383,4849,1673894
87,23,31,3357,234,108,1.2416378903394831,3.0465646776239272,154300,127373,5.419717287518694,3910,1605166
87,22,31,3385,239,104,1.2191821284471331,2.9366976147454054,155580,125850,5.405095589490659,4026,1603496
88,23,32,3355,234,111,1.2,3.0,155241,126756,5.4,4018,1606019
87,23,31,3363,238,113,1.1513907136216657,3.0081932435189906,155023,126569,5.433463932560913,4076,1607351
88,23,32,3356,235,110,1.2244705955713258,3.077977872554088,154970,128194,5.412583502031176,3977,1608764
88,22,32,3350,227,114,1.2397969014110148,3.0223565254672633,152272,126229,5.4124001947703055,3992,1607510
96,0,0,410,164,62,0.2615569462306287,0.24631722464341294,211827,208864,2.3645573410024463,1361,1747712
97,0,0,438,159,59,0.22882993661467038,0.10483704575381568,207922,205366,2.4352922297368496,1420,1747497
96,0,0,400,161,56,0.1569720949197927,0.2112061369719104,208723,207755,2.4045306191760205,1363,1747204
97,0,0,393,162,57,0.2,0.2,210929,207090,2.4,1323,1745669
96,0,0,367,162,59,0.10748156657531575,0.18012007590377396,213004,207744,2.4191458734164253,1289,1747084
96,0,0,369,159,56,0.2097190768909499,0.18532309594130675,210964,206627,2.4070532719787776,1370,1742798
96,1,0,958,117,45,0.6,0.6,215753,27639,2.0,6280,1845344
96,1,0,958,117,45,0.6,0.6,215753,27639,2.0,6280,1845344
95,0,0,990,114,43,0.6477642127446607,0.6171139329366927,220973,29196,2.018506737023513,6252,1846055
95,1,0,963,116,44,0.5849828972112003,0.636787773468135,215609,32815,2.0276906113817934,6302,1848354
96,1,0,958,117,45,0.6,0.6,215753,27639,2.0,6280,1845344
95,0,0,904,116,42,0.590718032849515,0.5688597852295308,210162,28783,1.978102371080032,6273,1842926
79,6,0,3792,512,979,5.782522701153386,1.6497133910590018,232271,87026,4.186639524185633,1002,1703911
78,6,0,3752,513,977,5.818586727018262,1.6160958491883608,237775,86865,4.163211982058741,1018,1706186
78,7,0,3727,503,979,5.759465717032259,1.6382240841106266,237538,85925,4.230688599019632,1053,1704149
78,7,0,3746,508,979,5.757658188871945,1.586487464969522,231446,85228,4.212704376091743,973,1704052
79,7,0,3758,508,978,5.8,1.6,233257,87134,4.2,981,1705043
79,7,0,3773,508,978,5.828038792011032,1.7281220171162555,232690,85484,4.196100604359046,962,1704464
95,39,53,807,33,32,0.24174793366573266,0.1539057080836989,-549,11124,2.0118602308273252,4794,1726852
96,39,54,883,27,30,0.19648135818544,0.17963920922921606,-2382,10534,1.9968882346927266,4704,1728983
95,40,53,853,27,33,0.23104739694274726,0.1641953214409168,-4433,12687,2.0180482411633025,4616,1728798
95,39,54,864,31,32,0.13874076909259617,0.25814451099392083,-2634,9075,1.9897969128836634,4615,1725189
95,40,54,837,22,26,0.24869695261179392,0.17293486435297845,-5259,10448,1.9908839400492178,4717,1729922
96,40,54,800,31,28,0.1836120040411834,0.12324755325080292,-3510,14859,1.993740620914151,4791,1727198
97,0,0,222,30,22,0.2,0.2,84896,5119,1.6,7302,1860350
97,0,0,222,30,22,0.2,0.2,84896,5119,1.6,7302,1860350
96,0,0,210,28,18,0.1707177798162571,0.2871352736680255,79600,5346,1.5766950694388842,7384,1860860
96,0,0,232,25,22,0.16754587512429897,0.21115406832094796,87958,4920,1.5600407929289397,7188,1857401
96,0,0,225,33,22,0.1967175253246385,0.19105253336279412,80007,6643,1.5525768058013205,7337,1855883
96,0,0,215,27,22,0.1372293334780112,0.20724859514724975,83240,4956,1.5936308058497861,7312,1858718
85,4,0,2915,246,206,3.801417696800682,1.2749550871814586,142765,19896,3.0212993096046215,209,1435088
86,4,0,2921,248,205,3.8,1.4,140416,21712,3.0,177,1437750
86,4,0,2917,248,205,3.839300258271827,1.412079149251524,133736,19371,3.0280458798268737,289,1437877
85,4,0,2908,248,207,3.6829650483991436,1.3190883932393074,139488,23062,2.9980721707621676,140,1440588
85,3,0,2933,244,202,3.8006020101593156,1.4982406902749632,137820,23536,2.9816859062249175,141,1434895
85,3,0,2936,244,204,3.7988938530985186,1.3832494333993506,139998,21390,2.990065440002947,238,1436163
93,7,3,982,63,58,0.14922811715206855,0.25717841451396894,128377,76443,2.2198769888753183,1888,1526820
93,6,2,1012,63,60,0.1803497302022446,0.19988791245942508,138476,75913,2.1922249414186457,1801,1527843
93,6,3,1005,63,60,0.2,0.2,134728,76858,2.2,1789,1525715
92,5,3,1014,61,57,0.17913375512193616,0.18981639660417532,139475,75280,2.207284545677393,1854,1526072
93,5,3,1001,58,57,0.18850824418849121,0.1257735024948472,138716,77194,2.2002160692684023,1792,1524383
93,6,3,1005,63,60,0.2,0.2,134728,76858,2.2,1789,1525715
84,8,2,4076,394,383,1.2560577355465499,1.6109605067810397,263255,75812,2.7721748111063245,1974,1549652
83,8,2,4062,393,383,1.1700091700848443,1.605279000987725,260581,75891,2.7935845632405103,2036,1546877
83,8,3,4091,395,379,1.2191084133466148,1.5306418960233235,259363,76550,2.8111776269864213,2124,1552837
84,7,3,4122,394,385,1.2237271398759926,1.6058104417671126,259710,74991,2.7792260825172064,2103,1555229
84,8,2,4105,389,381,1.1724263375066113,1.5549855850957455,255674,75498,2.837675967768506,2012,1545643
83,7,3,4063,392,380,1.174651724530214,1.5648231010224103,256201,74537,2.7894634898751605,2082,1551184
95,3,3,1855,146,92,0.20088738050201888,0.24075061965652203,47931,57841,2.371257478236015,2112,1721137
94,4,2,1842,141,94,0.20336116765310844,0.1622835239819027,51230,56623,2.41150504159595,2019,1715769
95,3,3,1900,144,91,0.15893233114246674,0.19283196351688328,46225,59701,2.338874807343536,2226,1718122
94,4,2,1903,143,93,0.17908137612850353,0.11074513476156847,46891,57460,2.467093127681576,2142,1719326
94,4,3,1901,142,92,0.23805651965467756,0.21712790871685062,39625,58307,2.3859515783439313,2151,1717144
94,3,3,1919,139,89,0.21504196558575728,0.17411412869387097,48342,59411,2.4088850750407973,2107,1719066
90,0,0,2772,148,221,0.2,0.2,95025,96367,2.0,226,1708712
90,0,0,2772,148,221,0.2,0.2,95025,96367,2.0,226,1708712
89,0,0,2736,143,219,0.17109002715269347,0.22090633475372823,92592,96722,2.003655365049471,252,1707552
89,0,0,2770,149,219,0.2406365918331098,0.19830254140142245,97223,94984,2.013772809305897,260,1708719
90,0,0,2833,148,218,0.16094184454128285,0.19302093595084135,91129,94155,2.0038094024039568,141,1712421
90,0,0,2772,148,221,0.2,0.2,95025,96367,2.0,226,1708712
95,0,0,1162,230,83,0.4,1.8,227587,216272,4.8,2576,1602462
94,0,0,1130,230,83,0.39650936157849337,1.8501392627758126,225367,218323,4.7740286870212705,2591,1599153
94,0,0,1182,229,84,0.40113946104866255,1.7628331970747224,230192,218354,4.793126072717711,2513,1602207
94,0,0,1171,229,82,0.39331391573195845,1.81690256823507,226773,218192,4.799357429784541,2531,1601151
95,0,0,1171,226,85,0.4153154555222045,1.9002154210904538,229028,216702,4.75787525139724,2487,1604402
95,0,0,1161,229,84,0.4097744418289399,1.7425673923867986,226891,215510,4.799178578263805,2566,1603108
89,7,5,2339,208,89,0.3659587254182095,0.9831435664695657,140658,51883,5.369284032012944,2867,1584822
88,8,5,2336,206,87,0.35553026257392234,0.8894652234813457,134140,53570,5.369719657051763,2869,1583420
89,8,6,2336,206,90,0.4,1.0,136627,53677,5.4,2869,1584662
89,7,6,2315,205,86,0.3241385843482788,0.9517711793711845,136035,55858,5.400017387532196,2935,1581979
89,8,5,2306,205,90,0.34903673230774235,1.1244026386287291,137398,52918,5.383984062977077,2984,1584132
89,7,5,2428,202,88,0.4285643454992943,1.0376327525996047,137612,55666,5.388011825462041,3004,1582963
91,31,26,371,77,61,0.22405408345852712,0.2151226600030256,416014,286448,3.39980318372428,4203,1824130
92,30,26,377,74,60,0.16391704288597808,0.1514057087533676,414301,287325,3.352109053692069,4250,1822506
92,30,26,350,79,61,0.18323639818804777,0.21089836667633652,415393,285021,3.3783824017958914,4277,1823566
92,31,26,390,80,60,0.14902391840282536,0.164861002305633,411744,287391,3.390226211634871,4144,1825645
92,31,27,366,80,62,0.2,0.2,412220,287099,3.4,4179,1824024
92,31,27,366,80,62,0.2,0.2,412220,287099,3.4,4179,1824024
85,7,2,4145,215,152,1.3817125518387035,1.392196829300942,14943,9393,2.788831206716161,1304,1526637
84,6,1,4163,218,157,1.4064491980971958,1.4253722223100453,13328,7663,2.7771345571538246,1248,1529484
85,6,2,4129,221,154,1.4668957017935231,1.3688059464578024,21157,7366,2.8146429812728493,1309,1523244
84,7,2,4124,220,152,1.3950873952587397,1.4301298555055677,9080,8186,2.834510258874732,1404,1522693
85,6,1,4177,225,149,1.3768823699383055,1.458581391107417,15193,9540,2.807758236926449,1342,1522815
85,7,2,4133,222,154,1.4,1.4,15783,9833,2.8,1297,1523251
95,9,9,398,119,45,0.14283839318646374,0.1879256339089024,369578,113074,2.011845457749751,1479,1743413
94,9,8,382,121,43,0.22371697262839066,0.1826036651201202,366851,119100,1.98902026341958,1365,1743660
95,9,9,383,122,43,0.2,0.2,361823,114595,2.0,1390,1745830
95,9,8,358,123,39,0.1594575691175329,0.172144713726224,365837,117530,1.9836648660417002,1336,1746334
95,8,9,399,122,42,0.1734748909710426,0.16837919592694114,361971,112507,1.9878317682832118,1487,1748359
95,8,9,398,121,41,0.20153061931919644,0.26780231055729264,360748,116207,2.009018311981918,1390,1745826
89,6,2,2078,179,162,0.7466176422822159,2.180295007880116,95486,240381,3.1893366144572224,406,1523008
89,6,2,2111,182,167,0.7992184552425141,2.216286152947198,87815,240480,3.2151226552189516,367,1523871
90,6,2,2163,179,168,0.8192284115325369,2.197989531439351,96225,237701,3.2246155385362645,411,1528837
90,7,1,2130,185,169,0.7753968335986373,2.233723388160727,90681,239075,3.171819872967217,416,1529903
90,7,2,2128,183,166,0.8,2.2,89713,240084,3.2,406,1527165
89,6,2,2123,183,163,0.7765841928442615,2.2322652878434734,92428,239490,3.2266556930250543,382,1530766
92,21,29,1674,26,51,0.1856606244908571,0.18747892114233378,14518,28349,2.3812850380523796,221,1764018
92,21,28,1694,23,47,0.1931113773159082,0.2364486785311764,17030,28801,2.3519344011626764,81,1760373
92,20,29,1658,27,51,0.14927777926875016,0.20546366439262145,20530,29210,2.3990950275812986,56,1762597
93,21,29,1692,30,48,0.1803182405818279,0.22795918052766934,21923,29254,2.392698740442761,222,1764143
92,21,28,1674,28,49,0.2094627166610553,0.22049671645413205,13979,27844,2.382291371799687,120,1757979
93,22,29,1664,27,55,0.1679576335534197,0.20441973048424542,15438,27953,2.40768436737148,184,1761001
99,2,1,141,8,6,0.2558525852267943,0.29191097478912686,11731,2765,1.1660575539546574,7883,1878820
99,2,1,172,3,8,0.12870634384287682,0.1467981142569527,1891,4091,1.1915095660291155,7716,1879452
99,1,0,211,8,10,0.2130243796086167,0.13365886554651168,3087,-1154,1.2118283827152898,7675,1881738
99,2,1,158,8,9,0.2,0.2,7007,3677,1.2,7739,1880280
99,2,1,158,8,9,0.2,0.2,7007,3677,1.2,7739,1880280
98,2,1,107,9,10,0.23862819746483716,0.18235839551051844,6409,5927,1.193003833492231,7660,1881408
74,14,7,5325,194,129,3.644132852307459,11.92302836082612,46900,36357,3.4306348324183698,1041,1528653
75,14,7,5338,193,127,3.5864174718426836,11.92734241712621,49139,36869,3.36672397720346,977,1530921
74,14,7,5333,191,127,3.5823109601315157,11.957685548566607,44809,37079,3.3818809702123214,957,1529119
75,13,7,5294,190,129,3.572854824647403,11.886597436890199,45486,34527,3.4037508365264846,1037,1528701
74,13,7,5302,192,126,3.599858179816549,11.912629700649783,45164,38263,3.396672940566161,954,1533552
74,13,8,5334,192,127,3.594825406483773,11.981897465840397,46949,35911,3.391119741891564,1123,1531077
99,1,1,445,19,16,0.1696867020148783,0.16328593868246705,13669,5560,1.018134030663487,8976,1875082
98,0,1,508,20,14,0.20899091702689884,0.1768960883018348,12722,6310,1.019587867361339,8904,1871414
99,1,1,462,25,15,0.20725998930374023,0.22926164122028256,12340,5500,1.02722178984892,9077,1876563
98,1,1,490,24,17,0.1395733634309897,0.21940734187524752,11517,4980,0.986813403600731,9001,1873459
99,0,0,463,17,17,0.21779016324435052,0.17619528696525394,6357,6359,1.0423672433456406,8877,1873373
98,1,0,463,19,18,0.21068363703123966,0.1918421829022459,11541,4462,0.9910032688122548,8905,1876293
83,0,0,2244,122,83,0.2,0.2,307405,18829,2.533156496244694,677,1757773
84,0,0,998,97,47,0.19768603938107884,0.2616053753677051,301280,16060,1.9804712282178445,724,1757457
85,0,0,996,90,45,0.07754481941019367,0.28982392465094436,304587,16059,1.99464589375351,656,1759138
84,0,0,944,97,50,0.2603173423529578,0.20277964914305235,305654,15983,2.017946868310246,730,1759541
84,0,0,946,90,48,0.24872698187110456,0.17522947808362666,304915,17314,2.0119661479157473,571,1753869
84,0,0,956,94,47,0.2292423269836055,0.20910983965550053,305818,16684,2.026422426798055,576,1761210
91,0,0,1707,42,28,0.22801487146160102,0.22580939767296307,11265,13102,2.000728207720151,1168,1756561
91,0,0,1573,47,26,0.16075777882029368,0.24821444858455993,3646,12450,2.0051375853238564,1107,1761662
91,0,0,1681,45,27,0.14787372573661356,0.14004329265887833,12026,13548,1.9886417731391277,1031,1764255
92,0,0,1657,43,29,0.2,0.2,9241,12063,2.0,1050,1762933
91,0,0,1607,45,30,0.17770174881106116,0.20414218068953655,6865,11265,2.020369274947735,989,1766869
92,0,0,1657,43,29,0.2,0.2,9241,12063,2.0,1050,1762933
97,0,0,752,13,27,0.5160251305174242,0.41721325538946935,4065,62722,1.0,6893,1860235
96,0,0,222,12,19,0.459586214600197,0.37476406642749704,1348,59792,0.9539475922796089,6881,1858100
97,0,0,237,11,24,0.4,0.4,3108,58724,1.0,6855,1857699
97,0,0,237,11,24,0.4,0.4,3108,58724,1.0,6855,1857699
97,0,0,279,8,21,0.41831478973876296,0.4575896544665896,7842,58190,0.9939190987037625,6820,1855642
