usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
91,13,3,1651,78,60,0.8,3.0,56684,21286,1.0,590,1032789
92,33,43,1613,161,110,0.2,0.2,11850,28651,1.0,253,1021384
76,9,1,3326,383,177,6.2,19.2,34844,28865,1.5,188,1103072
80,41,32,5200,185,121,2.79,7.19,59209,63458,2.4,209,1623562
99,2,1,174,11,24,0.2,0.2,10271,8797,1.0,6442,1871299
85,2,0,534,75,53,2.2,2.2,57506,28455,1.2,359,1813328
92,31,38,1145,143,124,3.19,1.0,81774,6003,1.6,7313,1860552
99,0,0,159,15,16,0.2,0.2,454,5323,1.0,7226,1859904
86,8,0,2956,409,371,3.6,3.0,254532,197621,2.8,5037,1672027
90,2,1,3735,279,143,0.4,1.0,387812,214397,4.0,3768,1333251
80,11,4,3794,340,304,4.0,2.2,174498,141499,1.2,466,1079363
82,56,62,1929,146,97,1.8,3.6,319479,97895,1.8,553,1085286
95,2,2,1424,133,101,0.2,0.2,210413,16994,2.0,342,979099
88,23,32,3355,234,111,1.2,3.0,155241,126756,5.4,4018,1606019
97,0,0,393,162,57,0.2,0.2,210929,207090,2.4,1323,1745669
76,17,9,1048,124,69,1.0,1.4,683931,188394,1.0,309,1051283
96,1,0,958,117,45,0.6,0.6,215753,27639,2.0,6280,1845344
79,7,0,3758,508,978,5.8,1.6,233257,87134,4.2,981,1705043
96,40,54,844,28,33,0.2,0.2,817,11451,2.0,4707,1727696
97,0,0,222,30,22,0.2,0.2,84896,5119,1.6,7302,1860350
86,4,0,2921,248,205,3.8,1.4,140416,21712,3.0,177,1437750
90,6,4,2573,189,118,0.6,0.6,107287,30575,1.4,1107,975696
79,30,13,3962,617,514,4.2,1.2,326797,265654,1.2,191,1082230
79,9,2,3750,280,226,1.2,4.0,194798,362338,2.8,402,984866
80,37,4,3499,388,117,4.19,5.99,288035,14367,4.2,766,1305325
88,60,71,2647,289,300,1.0,3.2,32797,37359,1.0,505,1101470
93,6,3,1005,63,60,0.2,0.2,134728,76858,2.2,1789,1525715
84,8,3,4100,391,383,1.2,1.6,259796,75883,2.8,2054,1551126
82,68,77,2774,217,152,3.61,6.21,180351,57275,2.7,324,1055946
91,132,105,2007,177,139,0.4,0.4,95309,82017,1.0,794,1008800
91,2,0,3099,180,116,0.2,0.2,526898,35032,2.2,198,1080638
95,4,3,1887,144,93,0.2,0.2,48118,58743,2.4,2097,1720363
90,0,0,2772,148,221,0.2,0.2,95025,96367,2.0,226,1708712
88,64,82,2442,456,192,1.2,0.8,584516,567421,2.0,555,1041030
95,0,0,1162,230,83,0.4,1.8,227587,216272,4.8,2576,1602462
0,81,45,1479,180,199,0.8,2.0,110797,88252,335.0,90,10
87,1,0,2361,286,183,0.2,0.2,154222,94948,1.5,132,993843
76,12,2,2763,366,256,6.2,4.8,310712,49538,1.8,498,1122262
87,3,1,2072,262,241,1.4,1.4,330763,387350,2.6,137,1374699
80,3,1,3662,256,187,1.8,3.79,360623,160015,3.2,159,989493
89,8,6,2336,206,90,0.4,1.0,136627,53677,5.4,2869,1584662
92,31,27,366,80,62,0.2,0.2,412220,287099,3.4,4179,1824024
85,7,2,4133,222,154,1.4,1.4,15783,9833,2.8,1297,1523251
95,9,9,383,122,43,0.2,0.2,361823,114595,2.0,1390,1745830
90,7,2,2128,183,166,0.8,2.2,89713,240084,3.2,406,1527165
72,18,1,5654,1130,1089,5.2,4.0,967478,900948,1.7,740,1055050
93,21,29,1670,28,49,0.2,0.2,19096,28284,2.4,124,1759971
95,7,2,1305,89,108,0.6,2.2,121604,89237,1.0,482,1065374
99,2,1,158,8,9,0.2,0.2,7007,3677,1.2,7739,1880280
75,14,8,5333,193,128,3.58,11.93,46335,36128,3.4,997,1530475
86,1,0,4748,256,168,0.8,3.0,11643,46726,1.3,726,1116712
72,33,28,5504,439,253,3.4,4.2,395654,70646,2.0,204,1134814
87,5,2,3841,194,189,0.8,1.99,12984,96970,2.0,436,1064942
99,1,1,458,21,17,0.2,0.2,8171,5971,1.0,8968,1872928
84,5,1,2481,219,153,1.4,3.0,276794,210452,3.8,449,1383576
85,0,0,964,94,50,0.2,0.2,307373,17623,2.0,666,1757760
89,15,12,1664,109,79,1.2,1.0,62620,31710,5.0,244,1059291
92,0,0,1657,43,29,0.2,0.2,9241,12063,2.0,1050,1762933
91,4,3,2938,148,127,0.6,3.4,18373,38276,2.0,376,994544
91,5,1,1965,207,125,0.4,1.0,193174,22877,3.8,172,1085874
81,7,0,2107,235,154,7.21,3.81,132739,29310,1.0,318,1022535
85,15,10,3781,346,168,2.4,3.21,307016,76305,5.2,155,1004704
81,18,11,4068,280,140,3.0,4.6,320517,55276,1.0,489,1014958
97,0,0,237,11,24,0.4,0.4,3108,58724,1.0,6855,1857699
63,45,0,3575,217,131,11.6,35.0,197409,41178,2.2,135,1091397
96,3,2,537,22,28,0.2,0.2,11166,12932,1.0,755,1036805
0,47,64,1364,432,273,0.6,0.6,965273,950976,52.0,75,25
91,21,20,1949,232,153,0.2,0.2,17171,29878,1.0,508,1070658
94,36,55,4085,156,137,0.2,0.2,8149,6247,2.2,794,1447821
96,0,0,367,62,43,0.4,0.6,38562,12342,1.2,710,1753534
97,1,0,443,54,25,0.2,0.2,31996,16345,3.0,132,1711738
72,53,71,4201,461,384,4.2,2.8,185684,64437,1.6,240,984506
91,1,1,600,158,41,0.6,1.0,476298,133721,3.0,6006,1835992
97,15,15,419,189,62,0.2,0.2,322341,310319,2.4,5333,1825789
96,2,1,542,89,65,0.4,0.4,2453,16876,2.2,667,1721728
91,2,1,1125,124,78,0.8,2.4,225895,24254,2.0,2190,1007462
81,14,3,3542,360,259,3.4,1.2,458811,147720,2.0,225,1077714
91,3,2,2656,162,110,1.2,2.0,110401,28047,2.0,542,1018144
87,17,2,2614,208,113,0.6,1.8,560315,22349,1.8,608,1103864
85,5,2,4313,364,218,0.6,0.6,195525,90675,1.6,170,1066182
91,0,0,1977,256,133,0.6,2.61,225802,37213,2.2,299,1105616
0,54,69,1720,143,105,0.8,1.2,175782,34995,594.0,88,12
95,1,0,2381,118,119,0.2,0.2,17002,111682,2.4,640,1645008
0,24,7,1248,173,105,0.8,2.59,308625,114117,181.0,87,13
92,51,71,1824,161,118,0.6,0.6,78411,94050,1.5,302,989306
91,41,61,956,101,82,1.6,4.6,49004,29774,6.0,573,1056264
89,14,12,4004,225,142,0.4,0.4,149008,89163,4.6,218,1337400
90,1,0,414,37,34,0.6,1.0,72460,10038,1.4,4024,1779862
89,29,6,2375,146,123,2.0,3.19,109539,39984,1.0,663,1018837
89,35,51,4033,193,155,0.2,0.2,53695,33261,1.5,1038,1081435
69,12,0,4951,579,495,9.4,4.4,329231,42171,2.2,984,1056850
86,1,0,2370,216,165,0.6,2.59,91492,123945,1.5,285,1102248
96,2,0,1567,133,137,0.2,0.2,41338,73068,2.0,6175,1727312
83,26,7,3681,262,137,1.6,3.4,202491,143767,6.2,164,1536462
73,18,0,5276,681,528,8.0,2.2,353135,151126,6.2,231,1544432
93,18,14,1405,97,75,0.8,0.8,281552,44324,3.4,613,1514861
95,0,0,1425,92,53,0.2,0.2,214550,15664,1.0,2191,1009408
97,0,0,182,16,30,0.2,0.2,10672,35469,1.0,2698,1771613
98,0,0,802,28,31,0.2,0.2,4235,54696,1.0,6799,1853384
93,0,0,1369,245,109,0.2,0.2,27830,389081,2.2,5713,1817542
89,48,68,3283,134,125,0.4,0.4,33832,23626,1.0,461,1129531
97,0,0,184,11,25,0.2,0.2,2065,10058,1.0,7733,1881032
81,2,1,2675,143,94,0.2,0.2,304215,19274,3.0,690,1757880
79,10,0,3003,447,383,9.0,2.8,273594,10059,3.4,8659,1865656
82,9,0,2079,316,256,4.41,3.01,158458,40402,2.2,550,1024770
93,4,0,973,130,120,0.8,4.0,56826,40037,2.2,2071,1732128
88,33,42,2995,183,140,0.4,0.4,41711,69821,1.0,598,1077210
84,116,52,1417,197,142,3.6,6.2,165098,108109,1.0,311,982754
89,8,0,1803,367,300,0.2,0.2,516137,229603,1.2,130,1044431
86,9,1,2783,391,223,2.0,3.99,561054,53145,2.8,2783,1732179
76,22,0,2209,254,166,4.8,4.2,145759,100835,2.6,150,1061107
92,4,0,2822,248,157,0.4,0.4,293231,118889,3.2,624,1083872
93,2,2,1447,134,115,0.4,0.4,9940,25644,3.2,1054,1130742
94,2,0,2040,230,91,0.2,0.2,65806,28087,3.4,3917,1715626
0,9,5,1879,318,195,1.2,0.8,1598065,1456441,216.0,89,11
81,37,20,4736,409,305,4.39,2.2,186131,124064,3.6,3551,1544251
72,10,1,3851,489,415,7.8,2.2,371419,94611,2.0,8226,1835470
0,6,3,1480,84,80,0.4,0.8,3808,46665,502.0,94,6
95,13,11,1092,85,46,0.6,3.0,23660,15429,2.2,4908,1673408
89,0,0,3197,108,72,0.2,0.2,6617,20668,1.8,1399,1753960
90,1,0,725,92,77,0.6,0.6,35358,12244,1.2,673,1760488
97,0,0,1431,44,55,0.2,0.2,12448,19666,1.0,566,1752792
86,4,0,2965,268,197,2.81,0.8,352731,28323,2.0,264,1068253
94,10,9,1339,81,74,1.0,0.6,13140,25936,1.8,150,1059384
79,13,9,1946,223,174,3.79,10.98,526411,33407,1.5,119,1103984
98,0,0,246,46,17,0.2,0.2,252455,4969,1.2,7290,1860126
79,28,36,2862,193,101,3.8,4.2,217700,62552,2.4,390,1767661
80,7,0,5339,364,240,1.4,1.4,671122,426880,6.2,1256,1337077
88,1,0,2967,188,134,0.6,0.6,155568,54454,3.8,802,1064942
78,30,24,1655,106,74,4.41,5.41,139219,47304,3.0,346,1015801
94,27,37,882,92,71,0.4,0.4,38612,31518,1.0,148,1011275
80,20,13,4257,403,298,3.01,3.21,236001,145168,2.5,2384,1094818
94,1,0,3017,136,112,0.2,0.2,59665,113330,2.4,434,1630134
79,19,14,3392,577,572,2.0,2.6,483123,507757,1.0,546,1059475
60,86,78,6870,484,356,8.2,15.0,344994,151519,5.4,512,1539402
90,5,2,2561,198,169,3.0,1.0,129015,29495,1.6,230,1750422
95,1,1,1693,143,147,0.2,0.2,20310,27719,1.5,521,1066154
0,26,23,2344,421,181,0.6,2.2,635411,590079,816.0,85,14
69,234,88,3259,483,287,6.39,17.17,1023657,222304,4.2,425,1088819
80,14,10,2275,312,228,3.21,1.2,565950,400919,3.4,3791,1041151
94,4,2,1817,240,71,0.2,0.2,21627,10457,2.0,2560,1701149
79,12,8,775,71,37,3.8,4.2,125517,40041,1.4,2613,1794333
91,2,0,2590,167,248,0.8,0.4,117072,179675,2.4,539,1759701
86,4,0,2139,192,76,2.8,4.0,254183,69772,1.8,218,1752714
82,44,56,3665,275,231,1.6,0.8,227554,39676,1.2,2016,966448
94,2,0,1368,136,75,0.2,0.2,51529,59177,1.2,698,1062493
97,1,1,960,51,40,0.2,0.2,108053,44913,1.4,6930,1879101
78,12,5,5935,356,199,1.4,0.8,173332,74812,5.2,315,1296418
0,9,6,1538,145,100,0.2,0.2,240721,48736,355.0,93,7
88,28,40,2957,261,164,0.2,0.2,201445,80840,4.4,167,1014187
97,0,0,1006,44,41,0.6,0.8,3325,8798,1.0,1377,1746506
91,4,0,2148,108,77,2.6,8.0,130916,26669,2.4,267,1751203
89,9,1,3357,149,145,1.0,1.2,122904,40944,5.2,3092,1538472
96,1,0,1132,32,30,0.2,0.2,5381,22916,3.2,172,1714160
91,0,0,765,81,62,0.2,0.2,34390,36627,1.2,1723,1771888
86,5,0,5291,298,214,0.8,1.0,250499,60387,1.0,654,995230
90,10,9,1548,137,95,0.6,0.6,30463,36164,2.0,676,980412
98,0,0,615,40,24,0.2,0.2,17074,9089,2.0,4592,1731704
88,0,0,770,204,56,0.2,0.2,1299349,304151,3.2,3516,1810597
91,10,6,2698,154,95,0.6,2.0,41837,23966,2.8,313,1111091
93,8,2,1116,81,91,1.2,1.4,59686,95337,2.2,1714,1538925
90,54,62,1101,104,81,1.8,1.6,241932,82941,2.8,262,1536664
0,81,111,1175,112,75,0.2,0.2,18837,37417,240.0,89,11
82,8,2,4089,280,160,2.79,2.79,227209,17217,3.4,1356,1443235
83,10,0,4261,527,266,1.8,3.0,330811,87989,6.2,2497,1338315
97,0,0,368,41,34,0.2,0.2,1460,13058,3.0,323,1711816
90,3,1,714,34,15,2.61,2.81,70079,17335,1.0,11420,1884933
91,10,7,1696,133,109,1.8,2.59,104247,20545,2.4,207,1063586
99,0,0,470,18,32,0.2,0.2,5392,7117,1.0,6938,1879152
76,43,48,5537,438,394,2.4,2.0,304814,237643,4.0,2487,1645728
86,8,7,4561,204,127,0.2,0.2,68904,64251,2.5,574,1004773
92,36,54,1470,182,142,0.2,0.2,16784,40472,1.5,648,1120458
84,16,3,5681,371,174,2.59,2.4,106232,22285,2.0,774,1075843
87,5,0,1184,110,41,4.8,4.8,134210,80919,3.6,1366,1756885
98,0,0,303,116,30,0.2,0.2,22296,10299,1.0,5245,1856600
87,7,2,2536,229,184,4.2,1.2,125918,20744,1.4,8331,1864683
92,37,52,2114,213,122,0.4,0.4,51742,61601,3.0,157,1102712
92,23,7,1277,149,121,1.2,1.8,22772,19460,2.8,670,977107
88,3,0,917,74,268,0.6,1.2,80639,66461,1.8,1718,1816878
92,3,0,598,32,29,4.4,3.0,69002,14794,1.2,7715,1880747
78,14,4,1954,130,114,6.19,17.76,80423,44906,3.0,148,1088251
78,6,1,4009,260,187,2.2,3.4,57483,172118,1.2,255,988248
89,6,1,1390,78,95,0.2,0.2,30162,17666,1.5,132,1055062
70,17,8,4051,662,579,6.4,4.0,565623,421622,1.2,756,1117955
88,20,7,1878,151,75,2.4,2.4,245550,72088,3.2,171,1635587
84,11,6,3739,243,172,0.6,0.8,112671,124393,2.5,1092,1022466
70,7,1,2492,255,123,1.8,1.6,1433061,37231,2.5,102,1091614
93,0,0,1939,108,92,0.2,0.2,11959,114457,3.2,545,1643384
80,8,6,3296,326,204,1.0,1.8,296167,47802,2.0,374,994989
85,55,84,5106,321,215,0.2,0.2,29564,40148,2.5,1119,981289
97,3,2,501,94,102,0.2,0.2,56336,70980,2.6,159,1712456
97,23,34,1857,103,88,0.2,0.2,3525,44989,2.4,3387,1657034
92,6,2,1456,106,64,0.6,2.2,110222,27276,1.0,356,1021286
83,49,63,3638,189,170,0.6,1.99,20954,238296,3.2,1215,1389978
93,0,0,1313,96,42,0.4,2.2,370096,44139,1.4,6675,1825160
92,22,33,1157,59,50,0.2,0.2,87024,13503,1.6,953,1760301
98,1,1,163,12,12,0.2,0.2,27322,15675,2.0,3598,1821480
93,2,1,2834,164,134,0.2,0.2,120572,50152,3.4,3404,1551894
78,74,100,4606,831,206,2.79,3.99,1379703,54436,1.0,425,1014860
93,14,21,616,65,60,0.4,1.2,4531,36791,3.4,992,1716653
90,12,11,1150,120,81,1.0,2.4,74466,22798,2.0,895,1016090
94,4,2,2764,146,145,0.2,0.2,5556,30468,1.6,553,977181
93,6,2,2361,121,78,0.4,0.4,196740,83650,3.0,2043,988526
86,22,4,1650,223,205,1.8,1.6,33024,29856,4.5,158,1058141
78,19,13,2317,340,164,5.6,17.2,946400,24496,3.0,705,1098512
92,9,6,1408,147,111,0.8,0.8,94565,20446,1.4,1994,969677
84,24,19,1059,67,56,3.79,4.19,72920,34992,3.2,635,1019530
81,9,4,4370,122,115,2.8,8.0,153788,121639,2.6,551,1536366
90,2,1,2080,124,97,0.8,5.39,40902,39442,1.0,172,1026095
88,29,38,397,45,14,2.2,2.2,82212,8322,1.4,11431,1877507
98,0,0,162,10,23,0.2,0.2,2817,12502,1.0,7385,1874944
98,1,1,188,10,26,0.2,0.2,3035,26836,1.0,9288,1865677
78,49,48,4918,402,238,2.39,3.98,202001,157198,3.0,169,1005745
91,41,56,1349,84,55,1.19,4.97,110507,21563,1.0,181,1018360
91,18,16,4364,331,233,0.4,2.0,149096,201763,3.4,3910,1340325
86,84,95,617,100,95,0.2,0.2,22235,94110,2.0,136,1752424
77,6,1,5226,473,353,4.2,1.2,148787,53090,5.0,233,1136888
93,4,1,2439,183,114,0.6,0.6,171077,108093,2.4,2113,1539048
87,38,28,3514,87,70,2.0,2.8,33738,46921,2.2,3372,1657336
96,21,27,227,25,26,0.2,0.2,7626,4544,1.0,7373,1862322
89,2,0,2612,226,119,0.4,1.2,166206,51370,4.8,7187,1406219
82,19,14,3750,288,141,1.8,3.6,236686,96856,1.5,557,1016558
88,24,21,1833,114,94,0.6,0.4,180856,37117,3.2,6754,1404261
92,7,2,1474,146,112,0.6,2.8,90868,28777,1.7,1005,1133701
64,42,9,6663,186,86,7.6,21.8,284749,160378,5.6,198,1538224
79,7,1,4102,396,179,2.2,6.19,1173991,69739,3.2,141,1079395
89,2,1,1803,238,58,0.8,2.0,544311,22882,2.6,6500,1823640
95,36,57,453,42,34,0.6,0.6,27437,19314,2.8,1019,1717410
0,121,92,2108,256,194,6.8,20.8,377607,105842,184.0,76,23
94,6,2,2029,93,83,0.6,0.6,93053,46509,5.0,363,1521069
77,78,78,3726,204,189,6.4,5.0,163664,109771,1.0,158,1072146
80,27,18,3714,220,99,2.8,7.0,460247,29730,3.7,265,1021035
83,3,1,3167,348,163,1.4,1.4,91118,37133,2.0,157,1099906
93,0,0,195,42,23,0.0,0.0,10043,15587,1.4,1387,1753355
91,4,0,2176,371,139,0.6,0.8,655593,48384,1.8,571,1063064
0,7,2,1251,129,91,0.6,0.8,100872,17439,134.0,93,7
94,3,1,1395,113,60,0.8,1.4,92509,18384,3.0,812,1067821
83,7,2,3244,182,137,1.0,5.8,130854,23562,5.6,217,1309640
88,127,51,1934,207,198,0.6,0.8,125735,166302,1.0,1015,1009613
94,1,0,1295,124,122,0.2,0.2,2544,19444,2.7,635,1101223
88,21,10,3862,239,266,2.4,2.4,111286,94229,7.2,343,1310246
77,8,0,3193,442,385,8.02,2.0,278616,17581,2.0,7216,1866756
83,3,0,3473,132,137,0.6,0.6,9715,26776,5.2,370,1021517
82,4,1,720,104,58,3.0,10.0,428343,242223,3.8,3709,1807547
98,0,0,156,9,17,0.2,0.2,2056,2898,1.0,6472,1871632
89,4,2,1819,118,223,0.2,0.2,111430,579085,1.8,1520,1041522
81,10,1,3579,745,751,3.0,3.0,619936,638238,2.2,636,1059296
97,0,0,750,76,69,0.2,0.2,49826,50394,1.0,572,1752952
93,4,0,1134,102,19,2.2,2.6,291175,13298,1.6,7226,1876670
0,14,7,1443,221,109,1.79,5.57,716801,563258,2390.0,84,16
91,36,47,345,26,20,1.8,1.8,51659,26403,1.2,8807,1871341
97,3,1,411,53,16,1.2,4.6,294255,7831,2.2,3741,1821334
89,1,0,5527,192,147,0.2,0.2,265066,88570,1.5,126,1010410
97,0,0,194,25,24,0.2,0.2,616,9071,1.0,1363,1761824
89,16,15,1984,157,90,1.4,3.41,57962,43602,2.3,1121,1084952
97,1,1,394,208,51,0.2,0.2,379080,332905,2.6,5746,1834560
90,12,1,3220,146,141,1.8,4.4,124696,61614,4.4,508,1445163
94,1,0,781,60,64,1.0,2.0,8478,16249,1.5,2160,1072765
97,17,25,226,27,31,0.2,0.2,94831,27476,1.0,7369,1874573
84,14,1,1923,403,314,1.8,4.0,522927,132931,3.4,514,1698622
70,14,8,3941,337,187,5.8,14.6,241200,167242,1.0,248,1103957
66,56,64,3893,332,238,1.4,1.6,536029,449132,3.0,150,1035609
96,17,26,247,23,35,0.2,0.2,89718,18693,1.2,7199,1874051
96,1,0,993,51,39,0.6,0.6,7421,6898,3.0,162,1709936
83,47,63,2769,338,192,1.59,0.99,850333,491906,4.2,3581,1031852
97,1,0,600,37,40,0.2,0.2,4767,19880,1.5,289,1018485
81,5,1,5492,267,175,1.0,1.39,249419,36634,1.0,548,1017288
85,80,101,1408,227,147,1.0,2.4,16443,20863,3.0,144,990772
92,18,27,2223,139,73,0.6,0.6,90472,59143,2.4,4710,1731314
91,1,0,2678,165,134,0.2,0.2,7384,66002,2.0,1834,1112656
84,7,0,1512,276,116,4.2,2.6,1313197,44146,6.0,338,1700651
58,164,18,4432,573,222,5.99,8.58,386448,38136,2.2,132,972691
74,10,1,5406,252,156,5.0,18.4,145463,50994,1.0,183,1022437
88,29,37,1786,175,175,1.8,1.0,64650,70255,2.0,629,1101022
0,17,14,1128,429,142,0.4,0.4,818219,590202,480.0,93,7
93,3,0,1234,205,115,0.4,2.2,123824,135757,2.4,263,1536757
91,4,3,1370,94,118,0.8,1.0,25625,99074,1.0,418,1113077
94,3,2,712,73,58,0.2,0.2,18641,64419,1.5,613,1016112
75,37,41,2235,172,114,6.2,20.0,95632,32410,2.3,159,1107842
92,17,4,1910,131,91,1.8,2.0,113894,28026,1.4,7696,1871554
70,6,2,2948,224,203,3.19,3.59,428831,387601,2.0,115,1082453
99,0,0,266,19,43,0.2,0.2,4582,15903,1.2,7293,1875112
80,12,8,1444,134,84,0.6,2.4,510385,191128,4.0,529,1512083
85,7,1,1071,50,60,6.2,9.6,27162,193369,1.8,6829,1852869
84,5,1,3741,852,265,0.4,0.4,377071,88331,1.0,121,1043038
96,1,0,382,57,51,0.2,0.2,8498,20401,3.6,1498,1717632
92,2,0,2727,167,149,0.8,1.0,748996,23904,2.8,257,1708933
98,1,1,235,19,25,0.2,0.2,7848,12733,1.0,7478,1873331
95,3,1,663,81,96,1.8,0.6,62398,53313,1.0,7348,1874123
89,1,0,2054,344,308,0.6,3.6,10011,57033,2.6,231,1696379
81,1,0,4123,257,213,0.2,1.0,607636,329374,5.2,311,1003229
91,3,2,743,111,64,0.6,1.2,529504,300696,2.6,3672,1811698
89,0,0,2273,73,68,0.2,0.2,2262,8296,2.0,4115,1776888
93,8,5,1028,134,141,1.0,0.6,39910,46082,5.0,548,973145
97,1,1,1597,100,92,0.6,0.6,6122,38458,1.0,362,1752271
73,4,1,1881,179,137,3.4,4.6,239378,64562,1.6,1793,952803
95,2,1,483,36,65,0.8,0.6,10690,12182,1.2,7716,1871514
88,3,0,1049,361,58,0.6,0.6,127562,12466,2.2,2165,1767824
84,3,0,3089,254,282,0.8,0.6,708020,413212,2.4,473,1644789
97,21,28,440,32,22,0.2,0.2,1015,10645,3.0,318,1711758
91,35,50,2068,111,82,0.6,0.6,184724,37429,2.4,219,1085546
91,3,1,2836,208,129,1.0,1.4,113354,27649,1.0,652,1064578
95,2,1,313,33,28,0.6,0.6,172272,26701,1.4,6748,1865980
84,3,2,6211,313,209,0.4,1.8,52583,211119,2.0,412,1013259
96,0,0,280,53,21,0.4,0.2,350133,31449,2.6,3629,1821069
87,3,1,751,105,27,2.4,2.0,209142,62416,1.4,6152,1848914
78,23,4,3124,386,348,7.62,5.81,303675,195796,3.0,152,1045831
91,3,0,652,28,18,2.4,2.6,66019,31317,1.0,8885,1871976
87,3,1,1039,237,123,1.2,1.6,493948,152437,1.2,3462,1741133
0,14,5,2150,332,247,2.6,0.8,432353,269208,395.0,81,19
90,3,0,3051,157,115,0.6,0.8,306491,69347,4.2,3108,1539470
85,11,1,3310,334,243,3.61,2.0,86931,55259,1.0,241,1059974
0,7,4,2073,275,102,0.4,1.2,509927,61318,245.0,75,25
91,45,61,1383,155,93,1.0,1.2,11530,33475,2.6,166,1059021
93,8,0,2505,197,113,2.4,2.4,282389,111390,4.4,190,1322947
87,5,0,1894,220,173,3.4,1.0,164014,22150,1.0,190,1026021
96,2,1,823,62,45,0.4,0.4,89883,10946,1.2,957,1746548
95,2,1,1962,109,81,0.6,0.4,362384,25518,1.4,1226,1058715
70,9,6,2956,229,131,2.0,2.0,1032179,232843,2.0,135,983981
77,10,1,1668,135,109,7.82,21.24,62480,37958,2.3,514,1084282
89,12,1,2687,132,162,1.6,2.2,101289,34127,1.5,452,1059963
96,2,1,534,110,50,1.0,0.4,450000,9302,1.6,6789,1840803
