heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
125.12,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,4500
21.06,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,2000
21.66,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.5,1500
33.1,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,4500
193.63,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.0,5000
25.46,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.5,3000
133.25,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,5000
18.72,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,2000
73.78,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.5,3000
-2.25,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.5,100
78.73,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,4500
34.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,4500
23.71,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,3500
35.08,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,2500
5.61,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,100
138.81,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.5,5000
122.33,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.0,4000
42.52,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,2500
12.36,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,3000
76.02,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,19.0,1500
38.99,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.0,3500
43.12,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,3500
88.06,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,18.0,3500
45.95,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.0,4000
25.19,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.5,1500
38.48,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,3500
45.39,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,2000
54.25,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.0,2500
21.62,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1500
45.06,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.0,3500
15.41,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,1000
18.63,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,2000
40.86,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,5000
17.2,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,5.0,3000
13.42,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.0,100
9.89,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,4000
44.08,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,10.0,3000
27.51,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.0,2500
45.76,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,2000
39.04,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,2000
25.58,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,5.0,2500
24.86,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,4000
20.27,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,100
24.56,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,13.5,1500
56.61,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.5,4500
3.59,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,2000
38.06,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,3000
26.81,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,2000
28.91,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,7.0,2000
25.97,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,5000
42.06,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,4500
27.79,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,3500
11.46,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,2500
105.06,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,4500
26.0,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,3500
5.63,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,2000
36.78,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,4000
42.62,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.0,3500
16.76,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,100
13.67,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,2500
20.35,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.0,1000
28.16,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,3500
1.2,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,2000
46.74,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,6.5,3500
47.93,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,5000
43.37,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.5,3000
33.4,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,4000
32.69,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,3000
14.36,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.5,100
33.37,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.5,2000
16.89,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,9.0,2000
45.27,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,4000
12.4,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,1500
15.54,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,8.0,2000
39.15,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.0,4500
47.97,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,3000
64.0,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.0,4500
5.21,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
38.59,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,4000
158.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,4200
46.06,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.0,5000
37.33,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,4000
55.72,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,5000
44.91,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,2500
85.25,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.0,5000
0.96,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,100
19.81,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.5,2500
112.78,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,4500
17.72,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,3000
57.53,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,4000
59.86,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.0,3000
38.61,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,3000
29.6,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,11.5,700
51.97,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,2500
62.68,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,3500
33.74,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.5,2000
146.29,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,5000
22.5,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,1000
10.39,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.0,2500
2.56,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,100
1.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,100
25.31,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.5,1500
6.32,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.5,100
7.69,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.5,1000
21.99,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,100
39.23,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.0,2000
13.56,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.5,1500
116.32,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.0,5000
27.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,7.0,3500
1.89,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,100
34.32,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.0,2000
18.32,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,3500
12.28,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.0,100
3.33,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,1000
23.29,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,4000
14.48,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,100
81.09,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.0,4500
22.09,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.5,100
61.63,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.5,3500
29.27,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,4000
130.86,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,13.0,4000
34.25,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.0,100
2.54,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,1000
63.04,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.0,3000
61.59,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,3000
86.83,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.0,3000
25.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.0,2000
66.13,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,3500
34.18,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,12.0,1000
4.92,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,0.0,2500
24.76,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,4500
6.25,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,1000
40.25,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.0,3500
12.03,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.0,1500
44.51,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,5000
38.12,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,4000
117.62,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,14.5,5000
65.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,4000
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
-9.39,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,100
28.46,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.0,1500
25.01,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,3500
17.79,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.5,2500
33.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,3500
20.08,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.0,4500
42.45,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,1500
22.84,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.5,2500
69.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,17.5,3000
63.03,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,5000
29.6,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.5,2000
108.8,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,4500
28.8,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,4500
33.11,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,100
34.51,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,1500
47.0,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,4500
37.01,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,4500
78.95,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.0,4500
16.52,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,2500
5.91,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,2.0,2000
9.75,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,3000
52.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.5,3500
69.04,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.0,5000
40.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,15.5,100
8.63,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.5,1000
16.28,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.5,1000
119.49,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.5,4200
9.29,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,1.0,3000
37.6,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,3500
3.71,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,2500
58.32,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,3500
5.27,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.0,1500
26.66,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.5,1500
95.17,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.5,4000
9.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,2000
24.72,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,1500
9.97,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,2000
80.76,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,3500
39.4,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,1500
181.88,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,5000
72.48,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,18.0,1500
13.68,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,2500
95.78,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.0,4000
43.32,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.5,3500
26.37,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,5.5,2000
38.37,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,3500
23.41,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,4000
51.8,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.0,3000
9.06,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.5,1500
82.06,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,4500
10.33,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,3000
24.4,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.0,3000
19.08,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.5,100
77.54,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,2500
2.48,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,1000
263.01,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,20.0,4500
10.81,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,2500
8.55,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,100
-0.26,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.5,100
11.69,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,3000
12.59,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,100
35.9,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,5000
49.68,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,10.5,2500
10.83,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.0,1500
20.03,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,4000
8.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,1000
63.68,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.0,4200
38.3,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.0,1500
34.34,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,3000
50.26,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,12.5,3000
126.64,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,18.5,4500
16.32,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.5,3000
71.73,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,13.5,4500
15.01,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.5,3000
15.95,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,5000
35.83,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,18.0,100
109.14,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,4500
34.33,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.0,1000
23.07,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,2500
8.23,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,1500
1.38,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,100
22.52,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.0,3500
23.3,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,4000
58.43,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,18.0,2500
43.17,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,3500
18.34,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,1000
