heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
3.42,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,1500
3.44,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,100
3.45,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.0,100
3.45,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,2000
3.47,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,1000
3.47,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,2.0,100
3.5,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,1500
3.53,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,1500
3.53,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,1500
3.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,1000
3.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,1000
3.6,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,1500
3.61,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,1000
3.61,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,1000
3.63,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,1500
3.64,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,2500
3.65,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,1500
3.68,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,1500
3.71,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,100
3.71,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,2500
3.78,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,3500
3.8,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.5,100
3.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,1000
3.82,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.0,1000
3.82,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,100
3.83,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,100
3.88,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,2000
3.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,100
3.94,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,1500
3.94,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,1500
4.04,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.0,100
4.09,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,1500
4.16,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.5,1000
4.19,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,1.0,2000
4.21,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,2500
4.21,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,2500
4.22,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,1500
4.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,1000
4.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,1000
4.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,100
4.28,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,2000
4.28,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,2000
4.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,100
4.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,100
4.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,100
4.31,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,1500
4.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,100
4.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,100
4.37,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,2000
4.37,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,2000
4.38,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1500
4.38,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1500
4.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,1500
4.38,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,1000
4.38,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,1000
4.42,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,1500
4.42,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,1500
4.42,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,100
4.42,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.0,3000
4.45,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,100
4.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,100
4.47,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.5,1500
4.49,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,1000
4.5,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,4000
4.56,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.0,1500
4.57,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,100
4.58,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.5,100
4.58,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.5,100
4.6,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,1.0,700
4.6,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,100
4.65,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,100
4.68,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
4.68,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,1000
4.68,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,100
4.68,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,100
4.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,1000
4.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,3500
4.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,3500
4.73,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,2500
4.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.5,1000
4.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.5,1000
4.76,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,1500
4.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1500
4.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1500
4.81,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,1000
4.83,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,2000
4.86,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,1000
4.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,2000
4.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,100
4.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,100
4.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,100
4.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,100
4.92,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,0.0,2500
4.96,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1500
4.98,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.0,1500
5.01,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.0,100
5.01,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,3000
5.01,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,3000
5.01,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,3000
5.15,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,100
5.21,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
5.22,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.5,100
5.25,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,2500
5.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,1000
5.32,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,2000
5.37,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,100
5.37,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,9.0,1000
5.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,2000
5.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,2000
5.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,2000
5.38,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,2000
5.39,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.0,100
5.39,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.0,100
5.42,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,1000
5.43,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.0,2000
5.47,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,9.0,100
5.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,1500
5.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,1500
5.52,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,1000
5.54,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,2000
5.54,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,2000
5.57,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,2000
5.57,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,2000
5.62,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.0,1000
5.62,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,1500
5.62,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,1500
5.63,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,2.0,2000
5.66,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,1500
5.7,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,3500
5.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,2000
5.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.5,1500
5.75,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,1000
5.75,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,1500
5.75,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,1500
5.75,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,2000
5.79,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2000
5.79,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2000
5.81,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,2000
5.82,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,2000
5.83,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.5,100
5.83,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,1500
5.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.5,1000
5.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.5,1000
5.95,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,4.0,100
5.96,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,1500
5.98,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,2000
5.98,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,2000
5.98,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,4.0,100
5.98,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,4.0,100
6.06,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.0,1000
6.08,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,10.0,100
6.08,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,10.0,100
6.1,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,100
6.14,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,4.0,1000
6.21,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.0,1000
6.23,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,1500
6.23,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,1500
6.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,1500
6.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,100
6.36,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,4500
6.36,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,4500
6.4,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,2500
6.44,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,100
6.49,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,1500
6.5,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,2000
6.5,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,2000
6.5,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.5,2000
6.51,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,2000
6.51,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.0,100
6.51,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.0,100
6.51,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.0,100
6.53,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,3000
6.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1000
6.55,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,2000
6.55,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,4000
6.71,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,1500
6.71,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.5,1500
6.71,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.5,1500
6.72,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,2500
6.76,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,3500
6.77,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,1000
6.8,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.0,100
6.86,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,2000
6.89,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,2000
6.89,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,2000
6.91,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.0,1500
6.96,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,100
7.01,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,2000
7.01,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.0,100
7.01,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.0,100
7.06,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,1500
7.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,3000
7.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,3000
7.1,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.0,100
7.13,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,3500
7.16,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,1000
7.17,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.5,100
7.2,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.0,1000
7.2,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.5,100
7.2,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.0,1500
7.2,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.0,1500
7.21,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,2500
7.22,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,1000
7.29,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,2000
7.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,2000
7.47,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,2000
7.5,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.0,700
7.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,2000
7.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,2000
7.53,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,2500
7.58,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,1500
7.58,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,2500
7.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,1000
7.67,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.0,1500
7.68,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,4000
