heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
0.63,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,1000
0.64,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,100
0.65,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,1000
0.65,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.0,1000
0.7,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.0,1500
0.71,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,100
0.72,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,100
0.72,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.0,100
0.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,100
0.77,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,100
0.8,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,100
0.87,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.0,1000
0.91,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,1000
0.96,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,100
0.96,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,100
1.03,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,1000
1.05,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,1000
1.07,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,100
1.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,100
1.09,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,1000
1.1,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,100
1.13,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,1500
1.16,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,1000
1.17,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,100
1.2,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,2000
1.23,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,100
1.28,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,100
1.3,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.5,100
1.3,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,2500
1.34,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.0,1500
1.38,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,100
1.38,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,1000
1.44,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,100
1.48,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,1000
1.52,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.0,2000
1.54,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.5,100
1.55,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,1000
1.57,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,1500
1.58,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,700
1.58,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,1000
1.58,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,1000
1.58,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,100
1.63,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,1500
1.64,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,3000
1.68,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,1000
1.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,100
1.73,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.0,100
1.75,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.5,1000
1.78,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,100
1.79,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.0,1500
1.79,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,1.0,1000
1.79,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,1.0,1000
1.79,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,1000
1.81,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,100
1.81,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,1000
1.88,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,1000
1.89,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,100
1.9,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,2000
1.92,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,100
1.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.5,100
1.94,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,1.0,100
1.94,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,1.0,100
1.94,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,100
1.97,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,100
1.97,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,1000
1.98,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,2000
1.99,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,1000
1.99,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,100
2.02,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,1500
2.03,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,2500
2.04,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,100
2.04,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,100
2.13,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,100
2.16,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,1000
2.17,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.0,1500
2.2,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,1000
2.21,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,1500
2.21,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,1000
2.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1000
2.34,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,1000
2.35,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,100
2.36,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,1000
2.37,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1000
2.37,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.0,100
2.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,1500
2.4,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,100
2.4,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,100
2.41,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,100
2.44,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,100
2.44,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.0,1500
2.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.0,1000
2.45,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.0,100
2.47,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,1500
2.48,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,1000
2.49,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.0,1000
2.49,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,1000
2.54,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,1000
2.55,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,100
2.55,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,100
2.56,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,100
2.59,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.0,100
2.63,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.0,1000
2.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.5,1000
2.65,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,1000
2.67,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,1500
2.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,1000
2.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,1500
2.75,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,100
2.75,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.5,1000
2.75,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,100
2.76,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.0,100
2.78,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,1000
2.78,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,0.0,2000
2.78,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,0.0,2000
2.81,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,2500
2.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,100
2.83,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,1000
2.84,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,100
2.87,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,100
2.89,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.5,1000
2.9,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,1000
2.91,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,2000
2.92,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,0.0,2000
2.93,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,1500
2.93,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,0.0,2000
2.99,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,100
3.05,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
3.05,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,1000
3.05,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,1000
3.06,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,1000
3.07,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.0,1500
3.09,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,700
3.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,1500
3.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,100
3.13,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,2.0,1000
3.13,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,1000
3.18,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1000
3.18,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,1500
3.18,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,1000
3.19,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.0,2000
3.21,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,1000
3.22,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,100
3.22,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,2500
3.22,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,100
3.24,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,1500
3.25,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,100
3.25,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,1000
3.27,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,1500
3.27,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,100
3.29,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,2.0,1000
3.3,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,2.0,100
3.3,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,100
3.31,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,100
3.32,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,1000
3.33,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,1000
3.37,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.5,100
3.39,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
3.39,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,2000
3.39,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,1500
3.42,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,1500
3.44,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,100
3.45,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.0,100
3.45,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,2000
3.47,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,1000
3.47,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,2.0,100
3.49,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1000
3.5,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,1500
3.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,100
3.53,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,1500
3.53,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.0,1000
3.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,1000
3.6,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,1500
3.61,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,1000
3.63,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,1500
3.64,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,4.0,2500
3.65,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,1500
3.65,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,1000
3.68,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,1500
3.71,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,100
3.71,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,2500
3.71,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,1500
3.72,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,100
3.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,1000
3.74,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,1000
3.78,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,3500
3.79,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1500
3.8,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.5,100
3.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,1000
3.82,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.0,1000
3.82,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,100
3.83,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,100
3.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,1500
3.85,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,1500
3.88,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,2000
3.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,100
3.89,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,1000
3.94,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,1500
3.95,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,100
3.99,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,100
4.01,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.0,1000
4.04,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.0,100
4.09,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,1500
4.16,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,1000
4.16,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.5,1000
4.18,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,1.0,2000
4.18,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,2000
4.19,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,1.0,2000
4.21,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.5,2500
4.22,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,1500
4.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,1000
4.24,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,100
4.25,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,1000
4.25,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.5,1000
4.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,100
4.28,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,2000
4.29,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,2000
4.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,100
4.31,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,1500
4.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,100
4.33,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.5,1500
4.37,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,2000
4.38,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1500
4.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,1500
4.38,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,1000
4.39,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.5,100
4.39,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,2000
4.41,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,1500
4.41,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.0,1000
4.42,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,1500
4.42,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,100
4.42,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.0,3000
4.45,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,100
4.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,100
4.47,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.5,1500
4.49,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,1000
4.49,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,1000
4.5,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,4000
4.5,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,1000
4.53,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,2500
4.56,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.0,1500
4.57,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,100
4.58,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.5,100
4.6,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,1.0,700
4.6,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,100
4.6,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,100
4.65,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,100
4.65,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,100
4.66,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,1000
4.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,2000
4.68,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
4.68,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,1000
4.68,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,1000
4.68,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,100
4.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,1000
4.71,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,1000
4.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,3500
4.71,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,3.0,1000
4.73,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,2500
4.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.5,1000
4.76,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,1500
4.77,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,100
4.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1500
4.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.5,1000
4.79,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,1500
4.81,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,1000
4.82,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.0,2000
4.83,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,1500
4.83,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,2000
4.86,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.0,100
4.86,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,1000
4.86,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,8.0,100
4.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,2000
4.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,100
4.88,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,1500
4.88,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,3.0,100
