heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
2.83,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,1000
2.84,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,100
2.87,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,100
2.9,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,1000
3.05,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,1000
3.05,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,1000
3.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,1500
3.18,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1000
3.22,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,100
3.24,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,1500
3.25,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,100
3.32,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,1000
3.39,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
3.44,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,100
3.47,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,1000
3.49,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1000
3.5,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,1500
3.51,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,100
3.53,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,1500
3.59,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,2000
3.63,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,1500
3.66,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,100
3.71,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,1500
3.72,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,100
3.74,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,1000
3.79,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1500
3.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,1000
3.83,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,100
3.9,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,1000
3.98,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,1000
3.99,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,100
4.09,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,1500
4.22,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,1500
4.25,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,1000
4.26,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,1500
4.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,100
4.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,1500
4.39,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.5,100
4.41,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,1500
4.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,100
4.49,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,1000
4.49,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,100
4.57,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,100
4.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,2000
4.68,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,1000
4.68,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,1000
4.68,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,100
4.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,1000
4.76,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,1500
4.77,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,100
4.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1500
4.87,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.0,1500
4.88,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,1500
4.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,100
4.93,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,1000
4.94,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,1500
4.94,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,2000
4.96,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1500
5.1,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,1500
5.15,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,100
5.21,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
5.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,1000
5.37,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,100
5.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,100
5.5,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,1500
5.51,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,1000
5.52,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,1000
5.54,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,2000
5.54,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,1000
5.56,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,1000
5.61,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,100
5.61,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,1000
5.65,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,100
5.69,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,1500
5.7,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.0,100
5.74,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,1500
5.75,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,1000
5.75,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,2000
5.79,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2000
5.81,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,2000
5.83,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,1500
5.87,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,1500
5.95,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,1500
5.99,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,100
6.05,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,100
6.2,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,1000
6.2,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,100
6.24,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,2000
6.25,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,1000
6.33,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,1500
6.43,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,1500
6.47,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,2500
6.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,100
6.5,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,2000
6.52,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,2000
6.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1000
6.62,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,1500
6.62,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,100
6.64,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.5,1000
6.71,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,1500
6.86,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,2000
6.88,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,1500
6.9,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.0,1000
6.95,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,100
6.97,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,2000
6.98,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,2000
6.99,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,100
7.01,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,2000
7.07,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,100
7.21,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,2500
7.24,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,1500
7.28,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,1000
7.29,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,2000
7.29,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,100
7.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,2000
7.39,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.0,100
7.4,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,1000
7.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,1000
7.53,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,2500
7.55,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,1500
7.57,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,1000
7.58,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,100
7.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,1000
7.63,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,1500
7.76,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,1000
7.76,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.0,2000
7.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,2000
7.81,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,2000
7.86,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,2000
7.97,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.0,100
7.97,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1500
7.99,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.5,100
7.99,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,2000
8.12,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,2500
8.2,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,1000
8.2,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,2000
8.23,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,1500
8.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,1000
8.25,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,1500
8.25,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,1000
8.27,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2500
8.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,100
8.35,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,100
8.42,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,100
8.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,2500
8.55,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,1000
8.55,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,100
8.58,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,1500
8.6,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,1000
8.62,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,1500
8.62,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,1000
8.69,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,2000
8.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,2500
8.72,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,2000
8.74,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,2500
8.76,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,2000
8.8,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,2000
8.81,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,1500
8.92,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,2500
8.94,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.0,100
9.05,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.5,1500
9.06,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,1500
9.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,2000
9.18,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,2000
9.22,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.0,1500
9.28,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,1500
9.29,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,1000
9.3,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,1500
9.3,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,1000
9.3,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,2500
9.33,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,100
9.39,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,100
9.57,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.0,1000
9.59,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,2000
9.59,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,2500
9.64,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,1000
9.7,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,1500
9.7,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,1000
9.71,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.0,1000
9.73,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,100
9.76,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,2000
9.82,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,2500
9.83,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,2000
9.83,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,2000
9.89,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,3000
9.92,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,2500
9.97,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.5,1000
10.02,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,2500
10.08,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,1500
10.14,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,2000
10.16,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,2500
10.16,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,1500
10.24,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,2500
10.25,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,1000
10.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,2000
10.29,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,1500
10.33,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,3000
10.37,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,1500
10.39,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.5,1000
10.41,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,3000
10.45,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,1500
10.47,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.0,1000
10.48,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.5,100
10.5,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,6.0,100
10.55,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,2500
10.56,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,2500
10.63,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,100
10.68,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,1000
10.75,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,3000
10.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,2000
10.81,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,2500
10.83,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,1500
10.85,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,1000
10.9,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,1500
10.91,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.5,1000
10.92,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,1000
10.94,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,2000
10.95,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,2000
10.97,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.0,100
11.02,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,2500
11.09,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.0,100
11.13,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,2500
11.14,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,3000
11.15,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,2500
11.15,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,2000
11.2,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.5,100
11.23,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,3000
11.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,2000
11.27,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,2500
11.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,1500
11.31,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.0,2500
11.41,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,1000
11.41,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,2000
11.45,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,1500
11.46,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.0,100
11.46,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,2000
11.6,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,3000
11.61,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,2500
11.63,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,1500
11.63,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.5,1000
11.68,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,1500
11.68,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,6.5,100
11.69,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,3000
11.71,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.5,1000
11.72,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.5,1000
11.93,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,2000
12.04,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.0,1500
12.05,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,100
12.13,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,2500
12.18,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,1500
12.21,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,1000
12.24,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,1000
12.25,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,2500
12.26,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,2000
12.28,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,2500
12.29,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.5,2000
12.36,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,100
12.36,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,2500
12.4,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,2500
12.4,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,1500
12.43,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,100
12.46,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,2000
12.59,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.5,100
12.59,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,100
12.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,2000
12.67,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,2000
12.72,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.0,2000
12.74,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,3000
12.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,1000
12.82,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,3000
12.89,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,100
12.95,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.5,1500
12.95,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,1000
12.98,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.0,1500
12.99,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,3500
13.02,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.0,1000
13.07,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,1500
13.08,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,2500
13.09,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.0,1000
13.16,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,100
13.18,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,3000
13.31,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,3000
13.31,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,2500
13.33,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,1500
13.35,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.5,1000
13.45,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,2000
