HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
41.7,0.575,0.0,6.2,0,0.507,8.337,73.3,3.838,8,307,17.4,385.908,2.47
24.2,0.088,0.0,10.81,0,0.413,6.417,6.6,5.287,4,305,19.2,383.729,6.72
15.0,19.609,0.0,18.1,0,0.671,7.313,97.9,1.316,24,666,20.2,396.898,13.44
14.5,1.355,0.0,8.14,0,0.538,6.072,100.0,4.175,4,307,21.0,376.729,13.04
24.1,0.079,60.0,1.69,0,0.411,6.579,35.9,10.71,4,411,18.3,370.779,5.49
10.5,22.051,0.0,18.1,0,0.74,5.818,92.4,1.866,24,666,20.2,391.449,22.11
21.4,0.115,0.0,2.89,0,0.445,6.163,69.6,3.495,2,276,18.0,391.828,11.34
13.6,0.106,0.0,27.74,0,0.609,5.983,98.8,1.868,4,711,20.1,390.109,18.07
23.1,0.182,0.0,7.38,0,0.493,6.376,54.3,4.54,5,287,19.6,396.898,6.87
19.3,0.145,0.0,10.01,0,0.547,5.731,65.2,2.759,6,432,17.8,391.5,13.61
7.2,18.085,0.0,18.1,0,0.679,6.434,100.0,1.835,24,666,20.2,27.25,29.05
50.0,8.267,0.0,18.1,1,0.668,5.875,89.6,1.13,24,666,20.2,347.879,8.88
16.5,0.211,12.5,7.87,0,0.524,5.631,100.0,6.082,5,311,15.2,386.629,29.93
21.4,0.169,0.0,25.65,0,0.581,5.986,88.4,1.993,2,188,19.1,385.02,14.81
19.8,0.128,0.0,8.56,0,0.52,6.474,97.1,2.433,5,384,20.9,395.238,12.27
31.2,0.03,55.0,3.78,0,0.484,6.874,28.1,6.465,5,370,17.6,387.969,4.61
11.8,10.672,0.0,18.1,0,0.74,6.459,94.8,1.988,24,666,20.2,43.06,23.98
23.2,0.039,52.5,5.32,0,0.405,6.209,31.3,7.317,6,293,16.6,396.898,7.14
16.2,0.254,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.671,8,307,17.4,378.35,11.65
20.4,0.131,0.0,10.01,0,0.547,5.872,73.1,2.477,6,432,17.8,338.629,15.37
14.4,0.254,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.898,30.81
17.1,0.352,0.0,21.89,0,0.624,6.454,98.4,1.85,4,437,21.2,394.078,14.59
20.9,0.035,80.0,3.64,0,0.392,5.876,19.1,9.22,1,315,16.4,395.18,9.25
50.0,9.232,0.0,18.1,0,0.631,6.216,100.0,1.169,24,666,20.2,366.148,9.53
7.5,10.834,0.0,18.1,0,0.679,6.782,90.8,1.819,24,666,20.2,21.57,25.79
25.1,0.521,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.449,9.54
14.1,4.752,0.0,18.1,0,0.713,6.525,86.5,2.436,24,666,20.2,50.92,18.13
19.6,1.193,0.0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.898,12.26
19.0,0.055,0.0,5.19,0,0.515,5.985,45.4,4.812,5,224,20.2,396.898,9.74
17.8,8.983,0.0,18.1,1,0.77,6.212,97.4,2.122,24,666,20.2,377.729,17.6
10.2,12.247,0.0,18.1,0,0.584,5.837,59.7,1.998,24,666,20.2,24.65,15.69
23.7,0.082,30.0,4.93,0,0.428,6.481,18.5,6.19,6,300,16.6,379.408,6.36
48.5,0.035,95.0,2.68,0,0.416,7.853,33.2,5.118,4,224,14.7,392.779,3.81
18.9,0.064,0.0,5.96,0,0.499,5.933,68.2,3.36,5,279,19.2,396.898,9.68
23.0,0.303,0.0,7.38,0,0.493,6.312,28.9,5.416,5,287,19.6,396.898,6.15
27.5,4.556,0.0,18.1,0,0.718,3.561,87.9,1.613,24,666,20.2,354.699,7.12
23.1,13.522,0.0,18.1,0,0.631,3.863,100.0,1.511,24,666,20.2,131.42,13.33
43.8,0.082,0.0,2.89,0,0.445,7.82,36.9,3.495,2,276,18.0,393.529,3.57
21.5,1.657,0.0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.799,14.1
20.2,0.803,0.0,8.14,0,0.538,5.456,36.6,3.796,4,307,21.0,288.988,11.69
19.2,0.151,0.0,10.01,0,0.547,6.021,82.6,2.747,6,432,17.8,394.51,10.3
11.8,2.78,0.0,19.58,0,0.871,4.903,97.8,1.346,5,403,14.7,396.898,29.29
8.4,11.812,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
22.8,0.101,0.0,10.01,0,0.547,6.715,81.6,2.677,6,432,17.8,395.59,10.16
31.6,0.412,0.0,6.2,0,0.504,7.163,79.9,3.216,8,307,17.4,372.078,6.36
23.0,0.59,0.0,21.89,0,0.624,6.372,97.9,2.327,4,437,21.2,385.76,11.12
48.8,0.52,20.0,3.97,0,0.647,8.398,91.5,2.288,5,264,13.0,386.859,5.91
30.1,0.017,90.0,2.02,0,0.41,6.728,36.1,12.126,5,187,17.0,384.459,4.5
12.7,1.131,0.0,8.14,0,0.538,5.713,94.1,4.233,4,307,21.0,360.17,22.6
21.2,0.123,0.0,6.91,0,0.448,6.069,40.0,5.721,3,233,17.9,389.389,9.55
21.0,0.475,0.0,9.9,0,0.544,6.113,58.8,4.002,4,304,18.4,396.229,12.73
23.1,1.054,0.0,8.14,0,0.538,5.935,29.3,4.499,4,307,21.0,386.85,6.58
28.4,0.122,0.0,2.89,0,0.445,6.625,57.8,3.495,2,276,18.0,357.979,6.65
18.8,0.123,0.0,10.01,0,0.547,5.913,92.9,2.353,6,432,17.8,394.949,16.21
31.1,0.022,60.0,2.93,0,0.401,6.8,9.9,6.22,1,265,15.6,393.369,5.03
33.2,0.105,40.0,6.41,1,0.447,7.267,49.0,4.787,4,254,17.6,389.25,6.05
11.7,8.792,0.0,18.1,0,0.584,5.565,70.6,2.063,24,666,20.2,3.65,17.16
15.2,1.232,0.0,8.14,0,0.538,6.142,91.7,3.977,4,307,21.0,396.898,18.72
19.5,0.133,0.0,8.56,0,0.52,5.851,96.7,2.107,5,384,20.9,394.049,16.47
20.8,3.678,0.0,18.1,0,0.77,5.362,96.2,2.104,24,666,20.2,380.789,10.19
43.1,0.534,20.0,3.97,0,0.647,7.52,89.4,2.14,5,264,13.0,388.369,7.26
37.0,0.091,45.0,3.44,0,0.437,6.951,21.5,6.48,5,398,15.2,377.68,5.1
19.5,0.171,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
31.5,0.442,0.0,6.2,0,0.504,6.552,21.4,3.375,8,307,17.4,380.34,3.76
19.5,0.034,0.0,5.19,0,0.515,5.869,46.3,5.231,5,224,20.2,396.898,9.8
8.7,15.177,0.0,18.1,0,0.74,6.152,100.0,1.914,24,666,20.2,9.32,26.45
13.1,1.152,0.0,8.14,0,0.538,5.701,95.0,3.787,4,307,21.0,358.77,18.35
11.9,20.716,0.0,18.1,0,0.659,4.138,100.0,1.178,24,666,20.2,370.219,23.34
23.7,0.29,0.0,10.59,0,0.489,5.412,9.8,3.587,4,277,18.6,348.93,29.55
15.3,1.127,0.0,19.58,1,0.871,5.012,88.0,1.61,5,403,14.7,343.279,12.12
33.8,0.54,20.0,3.97,0,0.647,7.203,81.8,2.112,5,264,13.0,392.799,9.59
8.8,73.534,0.0,18.1,0,0.679,5.957,100.0,1.803,24,666,20.2,16.45,20.62
21.7,0.174,0.0,10.59,1,0.489,5.96,92.1,3.877,4,277,18.6,393.25,17.27
29.9,0.066,0.0,4.05,0,0.51,6.86,74.4,2.915,5,296,16.6,391.27,6.92
24.0,0.006,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.898,4.98
17.2,0.062,0.0,4.39,0,0.442,5.898,52.3,8.014,3,352,18.8,364.609,12.67
25.0,0.029,28.0,15.04,0,0.464,6.211,28.9,3.666,4,270,18.2,396.328,6.21
33.1,0.061,40.0,6.41,1,0.447,6.826,27.6,4.863,4,254,17.6,393.449,4.16
19.6,1.496,0.0,19.58,0,0.871,5.404,100.0,1.592,5,403,14.7,341.6,13.28
8.1,0.207,0.0,27.74,0,0.609,5.093,98.0,1.823,4,711,20.1,318.43,29.68
35.2,0.222,20.0,6.96,1,0.464,7.691,51.8,4.366,3,223,18.6,390.77,6.58
22.0,0.113,30.0,4.93,0,0.428,6.897,54.3,6.336,6,300,16.6,391.25,11.38
23.8,0.369,0.0,9.9,0,0.544,6.567,87.3,3.602,4,304,18.4,395.689,9.28
22.6,0.136,0.0,10.59,0,0.489,5.891,22.3,3.945,4,277,18.6,396.898,10.87
25.0,4.542,0.0,18.1,0,0.77,6.398,88.0,2.518,24,666,20.2,374.559,7.79
20.0,0.097,0.0,5.96,0,0.499,5.841,61.4,3.378,5,279,19.2,377.559,11.41
21.1,0.04,0.0,5.19,0,0.515,6.037,34.5,5.985,5,224,20.2,396.898,8.01
16.8,4.222,0.0,18.1,1,0.77,5.803,89.0,1.905,24,666,20.2,353.039,14.64
17.5,0.031,0.0,4.39,0,0.442,6.014,48.5,8.014,3,352,18.8,385.639,10.53
24.4,0.14,22.0,5.86,0,0.431,6.487,13.0,7.397,7,330,19.1,396.279,5.9
23.9,0.025,55.0,3.78,0,0.484,6.696,56.4,5.732,5,370,17.6,396.898,7.18
6.3,9.917,0.0,18.1,0,0.693,5.852,77.8,1.5,24,666,20.2,338.158,29.97
24.8,0.214,22.0,5.86,0,0.431,6.438,8.9,7.397,7,330,19.1,377.068,3.59
11.5,8.152,0.0,18.1,0,0.7,5.39,98.9,1.728,24,666,20.2,396.898,20.85
13.8,11.108,0.0,18.1,0,0.668,4.906,100.0,1.174,24,666,20.2,396.898,34.77
18.5,0.142,0.0,10.01,0,0.547,6.254,84.2,2.256,6,432,17.8,388.738,10.45
16.6,0.229,0.0,6.91,0,0.448,6.03,85.5,5.689,3,233,17.9,392.738,18.8
13.4,7.05,0.0,18.1,0,0.614,6.103,85.1,2.022,24,666,20.2,2.52,23.29
13.6,1.252,0.0,8.14,0,0.538,5.57,98.1,3.798,4,307,21.0,376.568,21.02
23.2,0.07,0.0,4.05,0,0.51,6.02,47.2,3.555,5,296,16.6,393.229,10.11
17.3,0.15,0.0,25.65,0,0.581,5.856,97.0,1.944,2,188,19.1,370.309,25.41
28.7,0.07,0.0,13.89,0,0.55,6.642,85.1,3.421,5,276,16.4,392.779,9.69
12.5,5.872,0.0,18.1,0,0.693,6.405,96.0,1.677,24,666,20.2,396.898,19.37
24.0,0.33,0.0,6.2,0,0.507,6.086,61.5,3.652,8,307,17.4,376.75,10.88
23.7,0.128,30.0,4.93,0,0.428,6.393,7.8,7.035,6,300,16.6,374.709,5.19
19.4,0.264,0.0,8.56,0,0.52,6.229,91.2,2.545,5,384,20.9,391.229,15.55
22.6,4.261,0.0,18.1,0,0.77,6.112,81.3,2.509,24,666,20.2,390.738,12.67
50.0,1.519,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.449,3.32
20.6,0.107,80.0,1.91,0,0.413,5.936,19.5,10.586,4,334,22.0,376.039,5.57
50.0,0.527,0.0,6.2,0,0.504,8.725,83.0,2.894,8,307,17.4,382.0,4.63
24.8,0.044,70.0,2.24,0,0.4,6.871,47.4,7.828,5,358,14.8,390.859,6.07
8.3,24.802,0.0,18.1,0,0.693,5.349,96.0,1.703,24,666,20.2,396.898,19.77
30.5,0.069,45.0,3.44,0,0.437,6.739,30.8,6.48,5,398,15.2,389.709,4.69
13.3,9.823,0.0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.898,21.24
23.3,1.425,0.0,19.58,0,0.871,6.51,100.0,1.766,5,403,14.7,364.309,7.39
10.8,12.802,0.0,18.1,0,0.74,5.854,96.6,1.896,24,666,20.2,240.52,23.79
21.7,0.082,0.0,13.92,0,0.437,6.009,42.3,5.503,4,289,16.0,396.898,10.4
23.6,0.057,0.0,3.41,0,0.489,7.007,86.3,3.422,2,270,17.8,396.898,5.5
50.0,0.015,90.0,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16
42.8,0.369,22.0,5.86,0,0.431,8.259,8.4,8.907,7,330,19.1,396.898,3.54
50.0,2.01,0.0,19.58,0,0.605,7.929,96.2,2.046,5,403,14.7,369.299,3.7
15.6,0.75,0.0,8.14,0,0.538,5.924,94.1,4.4,4,307,21.0,394.328,16.3
14.5,0.988,0.0,8.14,0,0.538,5.813,100.0,4.095,4,307,21.0,394.539,19.88
50.0,0.612,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,389.699,5.12
28.0,0.041,25.0,4.86,0,0.426,6.727,33.5,5.401,4,281,19.0,396.898,5.29
19.3,0.066,0.0,3.24,0,0.46,5.868,25.8,5.215,4,430,16.9,382.439,9.97
24.7,0.159,0.0,6.91,0,0.448,6.211,6.5,5.721,3,233,17.9,394.459,7.44
23.4,0.195,0.0,10.81,0,0.413,6.245,6.2,5.287,4,305,19.2,377.17,7.54
15.6,0.976,0.0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31
22.3,2.45,0.0,19.58,0,0.605,6.402,95.2,2.262,5,403,14.7,330.039,11.32
36.4,0.087,45.0,3.44,0,0.437,7.178,26.3,6.48,5,398,15.2,390.488,2.87
8.5,41.529,0.0,18.1,0,0.693,5.531,85.4,1.607,24,666,20.2,329.459,27.38
10.2,14.334,0.0,18.1,0,0.7,4.88,100.0,1.589,24,666,20.2,372.92,30.62
16.6,0.672,0.0,8.14,0,0.538,5.813,90.3,4.682,4,307,21.0,376.879,14.81
21.6,0.027,0.0,7.07,0,0.469,6.421,78.9,4.967,2,242,17.8,396.898,9.14
13.8,2.379,0.0,19.58,0,0.871,6.13,100.0,1.419,5,403,14.7,172.909,27.8
17.6,0.206,22.0,5.86,0,0.431,5.593,76.5,7.955,7,330,19.1,372.488,12.5
17.8,2.331,0.0,19.58,0,0.871,5.186,93.8,1.53,5,403,14.7,356.988,28.32
18.0,0.325,0.0,21.89,0,0.624,6.431,98.8,1.812,4,437,21.2,396.898,15.39
19.3,0.376,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.238,23.98
31.5,0.512,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.068,4.73
21.0,0.08,0.0,5.96,0,0.499,5.85,41.5,3.934,5,279,19.2,396.898,8.77
13.9,15.288,0.0,18.1,0,0.671,6.649,93.3,1.345,24,666,20.2,363.02,23.24
20.3,0.349,0.0,9.9,0,0.544,5.972,76.7,3.102,4,304,18.4,396.238,9.97
18.1,0.558,0.0,21.89,0,0.624,6.335,98.2,2.111,4,437,21.2,394.67,16.96
20.1,0.02,80.0,1.76,0,0.385,6.23,31.5,9.089,1,241,18.2,341.6,12.93
19.8,0.045,0.0,3.24,0,0.46,6.144,32.2,5.874,4,430,16.9,368.568,9.09
25.0,0.341,0.0,7.38,0,0.493,6.415,40.1,4.721,5,287,19.6,396.898,6.12
32.4,0.056,40.0,6.41,1,0.447,6.758,32.9,4.078,4,254,17.6,396.898,3.53
22.2,0.051,0.0,5.19,0,0.515,6.316,38.1,6.458,5,224,20.2,389.709,5.68
20.1,0.106,30.0,4.93,0,0.428,6.095,65.1,6.336,6,300,16.6,394.619,12.4
17.1,0.05,35.0,6.06,0,0.438,5.706,28.4,6.641,1,304,16.9,394.02,12.43
27.1,0.145,12.5,7.87,0,0.524,6.172,96.1,5.95,5,311,15.2,396.898,19.15
31.7,0.463,0.0,6.2,0,0.504,7.412,76.9,3.671,8,307,17.4,376.139,5.25
30.1,0.657,20.0,3.97,0,0.647,6.842,100.0,2.011,5,264,13.0,391.93,6.9
9.7,11.578,0.0,18.1,0,0.7,5.036,97.0,1.77,24,666,20.2,396.898,25.68
19.3,0.171,0.0,6.91,0,0.448,5.682,33.8,5.1,3,233,17.9,396.898,10.21
33.4,0.075,33.0,2.18,0,0.472,7.42,71.9,3.099,7,222,18.4,396.898,6.47
19.4,2.149,0.0,19.58,0,0.871,5.709,98.5,1.623,5,403,14.7,261.949,15.79
10.4,88.976,0.0,18.1,0,0.671,6.968,91.9,1.416,24,666,20.2,396.898,17.21
29.0,0.056,70.0,2.24,0,0.4,7.041,10.0,7.828,5,358,14.8,371.578,4.74
24.5,0.164,22.0,5.86,0,0.431,6.433,49.1,7.826,7,330,19.1,374.709,9.52
19.3,0.212,0.0,8.56,0,0.52,6.137,87.4,2.715,5,384,20.9,394.469,13.44
12.7,13.36,0.0,18.1,0,0.693,5.887,94.7,1.782,24,666,20.2,396.898,16.35
41.3,1.224,0.0,19.58,0,0.605,6.943,97.4,1.877,5,403,14.7,363.43,4.59
18.7,0.062,0.0,5.19,0,0.515,5.968,58.5,4.812,5,224,20.2,396.898,9.29
21.6,0.269,0.0,9.9,0,0.544,6.266,82.8,3.263,4,304,18.4,393.389,7.9
22.6,0.047,0.0,3.41,0,0.489,6.417,66.1,3.092,2,270,17.8,392.18,8.81
46.7,0.298,0.0,6.2,0,0.504,7.686,17.0,3.375,8,307,17.4,377.51,3.92
18.5,0.284,0.0,7.38,0,0.493,5.708,74.3,4.721,5,287,19.6,391.129,11.74
13.3,0.25,0.0,21.89,0,0.624,5.857,98.2,1.669,4,437,21.2,392.039,21.32
18.6,0.072,60.0,1.69,0,0.411,5.884,18.5,10.71,4,411,18.3,392.328,7.79
11.7,13.913,0.0,18.1,0,0.713,6.208,95.0,2.222,24,666,20.2,100.63,15.17
14.832813269760248,6.200758576963951,0.0,18.1,0,0.7412493055020826,6.344299934952167,96.94925447035604,2.0662348096665926,24,666,20.2,317.8520024795961,17.60380847753563
14.971783239700102,6.308020125307484,0.0,18.1,0,0.739247946580094,6.337594037225112,96.33085317494539,2.0509916292877115,24,666,20.2,318.06518154169214,17.81086288206457
14.9,6.288,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79
14.851231318247034,6.393092716687048,0.0,18.1,0,0.7392197633390731,6.3440415500200755,96.68993019657154,2.059615432782259,24,666,20.2,317.9781175827039,17.84773087343184
15.2,5.441,0.0,18.1,0,0.713,6.655,98.2,2.355,24,666,20.2,355.289,17.73
15.230516684398697,5.516280082723709,0.0,18.1,0,0.7153483768028726,6.660187121827426,98.59608540017193,2.363611503605267,24,666,20.2,355.2331199843213,17.69631675054894
15.132556404391504,5.488194280323611,0.0,18.1,0,0.7148187708382542,6.649388405847723,97.72933405681039,2.3668516274921827,24,666,20.2,355.3452312163244,17.69802385240707
15.283717965822134,5.435014157178281,0.0,18.1,0,0.7142770657976787,6.650894545338817,98.87375642023234,2.3543612943869,24,666,20.2,355.5299468293332,17.70370657529401
16.7,11.087,0.0,18.1,0,0.718,6.411,100.0,1.859,24,666,20.2,318.75,15.02
16.725414587171596,11.109597092566782,0.0,18.1,0,0.7193522426204851,6.411362353183796,99.7240389803895,1.8671885013040719,24,666,20.2,318.50980332676386,15.105215521023377
16.133511335624117,15.591606441699664,0.0,18.1,0,0.7198549026225871,6.414018601583198,100.31430087220444,1.9805490785577238,24,666,20.2,319.05375488968167,16.316393527877015
16.7,11.087,0.0,18.1,0,0.718,6.411,100.0,1.859,24,666,20.2,318.75,15.02
17.111009759699407,7.41847868382838,0.0,18.1,0,0.5962776065588082,5.625178688324642,98.0120183041294,1.470965672438805,24,666,20.2,314.91250807402866,26.51254183841751
17.246009412616875,7.5099974161828085,0.0,18.1,0,0.5974249354845872,5.603641900857561,98.40379846982057,1.4737944480753644,24,666,20.2,314.94628263120904,26.354417369774918
17.206767655462873,7.347011280083389,0.0,18.1,0,0.5963660307115983,5.6265006929294215,98.14732177973913,1.4477722141386293,24,666,20.2,314.28213688188623,26.53457024107692
17.326209465529477,7.415047667109624,0.0,18.1,0,0.5961670516742639,5.6188516859843345,98.42012966175832,1.459329905451536,24,666,20.2,314.3846903542804,26.274657265277067
19.06017715857351,4.447867842662159,0.0,18.1,0,0.5842442091783406,6.009263183658713,93.97186196873564,2.520815600251504,24,666,20.2,330.8841838788335,21.385425180969914
19.1,4.422,0.0,18.1,0,0.584,6.003,94.5,2.54,24,666,20.2,331.289,21.32
19.1,4.422,0.0,18.1,0,0.584,6.003,94.5,2.54,24,666,20.2,331.289,21.32
19.112639249050098,4.44140308556627,0.0,18.1,0,0.5826585450055346,6.0050303663680715,94.1102149487997,2.5559655983020013,24,666,20.2,331.067469894516,21.433688587482603
19.92803032191135,3.106350659164984,0.0,18.1,0,0.6541502181507989,5.757816289124019,48.83352767351312,3.079979789825847,24,666,20.2,334.8039474563299,14.049568439098095
19.802231712819847,3.1786354627790248,0.0,18.1,0,0.6538485622522748,5.770687418009688,48.19867420137798,3.079608438594045,24,666,20.2,334.2209814916124,14.26310126577678
19.9,3.164,0.0,18.1,0,0.655,5.759,48.2,3.066,24,666,20.2,334.398,14.13
19.72672967447983,3.1523441886636325,0.0,18.1,0,0.655641953940761,5.7589166499155615,48.28384977524804,3.0814771416215505,24,666,20.2,334.50515095078237,13.99812725788816
27.89995284190597,11.982319615672369,0.0,18.1,0,0.659574153895426,5.607007769783469,99.85757466332211,1.2759613076183822,24,666,20.2,331.8422267056885,12.133399226459247
27.9,11.951,0.0,18.1,0,0.659,5.608,100.0,1.285,24,666,20.2,332.09,12.13
27.9,11.951,0.0,18.1,0,0.659,5.608,100.0,1.285,24,666,20.2,332.09,12.13
28.024709933382773,11.941430208125754,0.0,18.1,0,0.6611957516227566,5.609576117788743,100.12415881007155,1.2896390623855918,24,666,20.2,332.1706830866285,12.310360651612013
14.484367601061686,8.510215940937986,0.0,18.1,0,0.584,6.347317996815552,86.05562945594292,2.054949183551381,24,666,20.2,83.69085627718985,17.71184821529563
14.472045431386864,8.5358046262432,0.0,18.1,0,0.584,6.347343025621292,86.30943011143479,2.052849933076869,24,666,20.2,83.461903445977,17.756781046504496
14.486014707852163,8.517161763150904,0.0,18.1,0,0.584,6.34674752735455,86.07122081339232,2.0541002960321255,24,666,20.2,83.76489491945286,17.71858124636137
14.49630633578181,8.507982772163743,0.0,18.1,0,0.584,6.346400308964154,86.06052692956206,2.0535696794281444,24,666,20.2,83.49027367222492,17.56439566579574
16.13607274681383,6.485718534931334,0.0,18.1,0,0.584,6.425228336758905,74.77227447589445,2.1995950017934653,24,666,20.2,97.845029541968,11.990964720857631
16.114503293700118,6.453778532061104,0.0,18.1,0,0.584,6.423752092948245,74.66167489718384,2.1993386982347363,24,666,20.2,98.25089255345817,11.951666260579472
16.097208601195604,6.412825647555033,0.0,18.1,0,0.584,6.424144560985568,74.50011312614699,2.203346158991062,24,666,20.2,98.06729953214779,11.917924572122121
16.1,6.444,0.0,18.1,0,0.584,6.425,74.8,2.2,24,666,20.2,97.95,12.03
14.9,9.514,0.0,18.1,0,0.713,6.728,94.1,2.496,24,666,20.2,6.68,18.71
14.9,9.514,0.0,18.1,0,0.713,6.728,94.1,2.496,24,666,20.2,6.68,18.71
14.89520300633134,9.479024568502314,0.0,18.1,0,0.713461550604742,6.733001299387954,94.03033168143064,2.4863842573734756,24,666,20.2,6.746929260506223,18.824486615500234
14.970913150159758,8.837339737393458,0.0,18.1,0,0.7137757512185173,6.713691645611432,94.04550968157143,2.5254322069562654,24,666,20.2,6.028851153357861,18.80946892730497
14.992464073862362,50.93582273794207,0.0,18.1,0,0.5954281767890653,5.765706857269238,100.15460859025657,1.4220222817852597,24,666,20.2,2.2774474690262108,10.335220072155426
15.0,51.136,0.0,18.1,0,0.597,5.757,100.0,1.413,24,666,20.2,2.6,10.11
15.039012585283775,51.36673782402124,0.0,18.1,0,0.5952218679423872,5.766956335888301,100.00778421386475,1.4092420731189235,24,666,20.2,2.7370550191196243,9.938683734877603
15.029880281955432,50.92750536647962,0.0,18.1,0,0.5984290139762078,5.789143835096102,100.00962966372921,1.4210226281619247,24,666,20.2,2.4292657837904565,10.328972130908959
17.18160877226074,14.291667169861691,0.0,18.1,0,0.5987039271074788,6.647801370810602,99.71190585616557,1.5340055969360173,24,666,20.2,35.18011979247792,21.266733820524262
17.11002216362654,13.440329248717054,0.0,18.1,0,0.5960059190050693,6.6487023505013685,100.13084072529469,1.527420303981352,24,666,20.2,35.4212192805382,21.03512250884647
17.22013629796639,14.047354277713053,0.0,18.1,0,0.59866550770638,6.665072889169206,100.23172135452815,1.5263706033898619,24,666,20.2,35.21204538192563,21.40408379822516
17.27319057093944,14.16506916547988,0.0,18.1,0,0.5969306566712872,6.669905852153357,99.91471256005404,1.5060839008412068,24,666,20.2,35.166026935257506,21.53248366506658
17.9,18.811,0.0,18.1,0,0.597,4.628,100.0,1.554,24,666,20.2,28.79,34.37
17.970332167546513,18.80237154871859,0.0,18.1,0,0.5961088928165591,4.63078125703963,100.00921531313081,1.5558429244207954,24,666,20.2,28.787421752965713,34.54714855245063
17.928265654380308,19.264367640133326,0.0,18.1,0,0.5984476709924156,4.627484619183252,100.11528865793923,1.5577079887078362,24,666,20.2,28.803716894959955,34.47584516442812
18.01583628270147,19.294832785161095,0.0,18.1,0,0.5959433040227522,4.636131161409107,99.92426835745844,1.534818695919998,24,666,20.2,28.835339563486833,34.11578121467947
18.961698873591814,4.137889474040242,0.0,18.1,0,0.6543989111833666,5.947351080138308,84.82774729530834,2.877792616990691,24,666,20.2,21.93507212536645,17.010949008315528
19.0,3.775,0.0,18.1,0,0.655,5.952,84.7,2.871,24,666,20.2,22.01,17.15
