rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.000995,0.321411,-0.065712,-0.063158,-0.254846,0.457375,0.013003,0.557471,6
0.001018,0.067145,-0.333979,-0.268767,-0.336246,0.260996,0.15358,0.356246,5
0.001139,-0.206494,-0.433502,0.223012,-0.237485,0.105423,0.072931,0.626721,6
0.00152,0.269474,-0.442844,-0.128325,-0.244097,0.98189,0.390713,0.157923,8
0.001541,-0.494846,0.251921,-0.037198,-0.210562,1.411569,0.00333,0.430539,7
0.001585,-0.293417,0.49736,0.323194,0.4701,0.065459,0.855487,0.568387,5
0.001585,-0.293417,0.49736,0.323194,0.4701,0.065459,0.855487,0.568387,5
0.001585,-0.293417,0.49736,0.323194,0.4701,0.065459,0.855487,0.568387,5
0.001595,0.139822,0.304021,-0.338051,0.353542,0.666255,0.533817,0.823653,7
0.001595,0.139822,0.304021,-0.338051,0.353542,0.666255,0.533817,0.823653,7
0.001625,0.065507,0.095663,0.397743,-0.423775,0.838617,0.29051,0.838136,8
0.001803,0.030215,0.295562,0.108894,-0.451053,0.351662,0.330097,0.777967,8
0.001803,0.030215,0.295562,0.108894,-0.451053,0.351662,0.330097,0.777967,8
0.001803,0.030215,0.295562,0.108894,-0.451053,0.351662,0.330097,0.777967,8
0.001833,0.012018,-0.100764,0.366807,-0.076083,0.329666,0.098539,0.308393,5
0.001842,0.35295,0.158683,-0.357573,0.019203,0.439668,0.211973,0.609699,6
0.001846,-0.313195,-0.171599,-0.412235,-0.4429,1.365918,0.550403,0.830856,8
0.001846,-0.313195,-0.171599,-0.412235,-0.4429,1.365918,0.550403,0.830856,8
0.001874,-0.265701,-0.059278,-0.496972,-0.211412,0.656005,0.032506,0.409846,5
0.001881,-0.22095,0.16066,0.072665,-0.021373,0.416813,0.325999,0.288943,5
0.001889,0.471513,-0.181836,0.207502,0.01601,0.335045,0.270048,0.625617,5
0.001889,0.471513,-0.181836,0.207502,0.01601,0.335045,0.270048,0.625617,5
0.001904,-0.36919,0.332835,0.061694,0.233997,0.649797,1.384154,0.639659,8
0.001904,-0.36919,0.332835,0.061694,0.233997,0.649797,1.384154,0.639659,8
0.001921,0.34367,0.47663,-0.292996,0.357716,0.523211,0.091887,0.719227,6
0.001921,0.34367,0.47663,-0.292996,0.357716,0.523211,0.091887,0.719227,6
0.001921,0.34367,0.47663,-0.292996,0.357716,0.523211,0.091887,0.719227,6
0.001921,0.34367,0.47663,-0.292996,0.357716,0.523211,0.091887,0.719227,6
0.001963,0.366664,0.328694,-0.438097,0.3553,0.165898,0.432678,0.633053,8
0.00197,0.384791,0.495746,0.229587,-0.294208,1.31411,0.168104,0.478201,7
0.001988,-0.450739,0.470435,0.043531,-0.247103,0.485978,0.073236,0.717327,7
0.002058,-0.027925,0.331352,0.401876,-0.223068,0.256538,0.222078,0.663976,7
0.002107,0.337844,0.269444,0.121576,-0.421676,1.108963,0.133438,0.610794,6
0.002123,0.135377,-0.40944,-0.336383,0.363679,0.061761,0.261129,0.821234,5
0.002151,-0.070622,-0.354102,0.033075,-0.175612,0.126724,0.279532,0.927776,5
0.002151,-0.070622,-0.354102,0.033075,-0.175612,0.126724,0.279532,0.927776,5
0.002157,0.371172,-0.468317,-0.48184,-0.262213,0.400388,0.993155,0.915211,8
0.002157,0.371172,-0.468317,-0.48184,-0.262213,0.400388,0.993155,0.915211,8
0.002261,-0.185404,0.060578,-0.09711,0.160201,0.647946,0.771073,0.74567,7
0.002261,-0.185404,0.060578,-0.09711,0.160201,0.647946,0.771073,0.74567,7
0.002309,-0.210083,-0.191353,0.166025,0.341343,0.546545,0.799946,0.669408,7
0.002398,-0.483182,-0.287905,-0.140734,-0.374712,1.051821,0.81393,0.524675,8
0.002412,0.03932,-0.471587,0.254575,0.027064,0.711774,0.425928,0.620647,7
0.002451,-0.416552,0.324589,-0.001993,-0.304637,0.680757,0.613689,0.827543,8
0.002451,-0.416552,0.324589,-0.001993,-0.304637,0.680757,0.613689,0.827543,8
0.002451,-0.416552,0.324589,-0.001993,-0.304637,0.680757,0.613689,0.827543,8
0.002455,-0.206404,0.25368,0.071514,0.194852,0.684958,0.440101,0.334428,8
0.002455,-0.206404,0.25368,0.071514,0.194852,0.684958,0.440101,0.334428,8
0.002494,0.256756,0.487948,-0.491997,-0.175118,0.644834,0.439259,0.494568,6
0.002562,0.148951,-0.113348,0.04767,0.201103,0.223536,1.46514,0.826504,8
0.002676,-0.184726,-0.039632,-0.335274,-0.36127,0.341776,0.562964,0.139699,6
0.002676,-0.184726,-0.039632,-0.335274,-0.36127,0.341776,0.562964,0.139699,6
0.002677,-0.33147,-0.184575,-0.187512,0.044372,0.858202,1.125513,0.375309,6
0.002677,-0.33147,-0.184575,-0.187512,0.044372,0.858202,1.125513,0.375309,6
0.002757,0.284852,0.105741,0.217011,-0.169405,0.257939,0.400491,0.192163,8
0.002762,-0.243648,0.464709,-0.074882,-0.336491,1.060805,0.317868,0.465389,8
0.002786,0.458399,0.357755,0.008242,0.223734,0.522099,0.175074,0.570193,5
0.002811,-0.494996,0.070708,0.377143,0.038094,0.864374,0.750299,0.319363,8
0.002811,-0.494996,0.070708,0.377143,0.038094,0.864374,0.750299,0.319363,8
0.002811,-0.494996,0.070708,0.377143,0.038094,0.864374,0.750299,0.319363,8
0.002926,0.104103,-0.239224,0.318268,0.122799,0.733203,0.679959,0.858081,8
0.002935,0.047075,-0.46912,-0.121633,0.459334,0.45357,0.084104,0.329266,8
0.002976,0.14914,0.064033,0.098992,0.204562,1.515687,0.984742,0.554026,7
0.002976,0.14914,0.064033,0.098992,0.204562,1.515687,0.984742,0.554026,7
0.002976,0.14914,0.064033,0.098992,0.204562,1.515687,0.984742,0.554026,7
0.00299,-0.31894,-0.351635,-0.205317,-0.01527,0.094983,1.034245,0.886245,8
0.00299,-0.31894,-0.351635,-0.205317,-0.01527,0.094983,1.034245,0.886245,8
0.003084,0.282984,0.352894,-0.116444,0.393185,0.807084,0.261679,0.614453,7
0.003113,0.365024,0.297239,-0.224862,-0.079237,0.040353,1.467332,0.661073,8
0.003145,-0.110444,0.377842,0.182844,-0.498007,0.776508,0.426551,0.308438,6
0.003386,-0.151845,0.216195,0.43927,-0.171421,0.119025,0.20506,0.741829,8
0.003578,0.256357,-0.293152,0.459826,0.407437,0.583878,0.148494,0.878167,8
0.003578,0.256357,-0.293152,0.459826,0.407437,0.583878,0.148494,0.878167,8
0.003636,-0.376088,0.468432,-0.322531,0.358468,0.087038,0.577665,0.469569,8
0.003693,-0.423544,0.190618,0.024471,-0.094688,0.332042,1.009545,0.803972,6
0.003729,-0.062534,-0.439063,0.334333,0.042362,0.856938,0.440427,0.753426,8
0.003776,-0.030561,-0.064789,0.11002,-0.084114,0.790984,0.237253,0.900474,7
0.003855,0.088999,-0.36642,0.286136,0.369324,1.000678,0.138087,0.833006,8
0.003912,-0.417534,-0.170053,0.238795,0.075374,0.721801,0.313022,0.775198,8
0.003918,0.10196,-0.252196,0.404175,0.462851,1.238953,0.10645,0.388607,8
0.003992,-0.297247,0.300859,0.222651,-0.005924,0.163273,0.143898,0.502297,6
0.003992,-0.297247,0.300859,0.222651,-0.005924,0.163273,0.143898,0.502297,6
0.004023,0.007116,0.295712,0.007483,-0.456627,0.07203,0.968635,0.188453,7
0.004055,0.290811,0.29754,0.311447,0.409276,0.76102,0.147051,0.63336,7
0.004055,0.290811,0.29754,0.311447,0.409276,0.76102,0.147051,0.63336,7
0.004147,-0.139763,-0.132705,-0.032595,0.463445,1.201314,1.311534,0.604915,8
0.004147,-0.139763,-0.132705,-0.032595,0.463445,1.201314,1.311534,0.604915,8
0.004177,-0.320357,0.087134,0.019259,-0.21763,0.214697,0.887958,0.819758,6
0.004177,-0.320357,0.087134,0.019259,-0.21763,0.214697,0.887958,0.819758,6
0.004191,0.286594,-0.279764,-0.146734,-0.244895,0.721937,0.299011,0.722383,5
0.004197,0.160016,-0.33057,-0.476284,0.253455,0.069651,0.178474,0.660147,5
0.004206,-0.286976,-0.167598,0.486764,0.355298,0.15309,0.230098,0.889696,6
0.004206,-0.286976,-0.167598,0.486764,0.355298,0.15309,0.230098,0.889696,6
0.004245,-0.36726,-0.039639,0.339871,0.406919,0.269341,1.727579,0.731521,7
0.004263,0.194117,-0.420511,-0.460238,0.448569,0.054848,0.849136,0.614839,7
0.004263,0.194117,-0.420511,-0.460238,0.448569,0.054848,0.849136,0.614839,7
0.004277,0.432045,0.181391,0.370302,-0.270753,0.606796,0.263396,0.836305,7
0.004378,0.073818,0.427776,0.253583,-0.06845,1.713194,0.041352,0.54774,8
0.004398,-0.135751,-0.374987,-0.440456,-0.373434,0.023034,0.728051,0.271359,8
0.00443,-0.321918,-0.37591,0.262835,0.168927,0.399681,1.275284,0.845084,6
0.004433,-0.160073,-0.250248,-0.403819,0.076647,0.112131,0.511077,0.36368,6
0.004501,0.056299,0.148388,0.277709,0.224234,0.424664,0.851659,0.398168,6
0.004527,-0.322579,0.121333,0.458295,0.031554,1.766529,0.269831,0.444102,8
0.004575,-0.134853,0.281204,0.125123,-0.328031,0.431419,1.207681,0.778345,6
0.004604,-0.38176,-0.206217,0.296852,0.417683,0.284899,0.415641,0.691821,6
0.004612,-0.00782,-0.40734,0.109475,0.105667,0.301117,1.099292,0.917856,6
0.004612,-0.00782,-0.40734,0.109475,0.105667,0.301117,1.099292,0.917856,6
0.004614,0.412952,-0.462713,0.136848,-0.144848,2.028534,0.096134,0.529613,8
0.004614,0.412952,-0.462713,0.136848,-0.144848,2.028534,0.096134,0.529613,8
0.004622,-0.39824,0.131413,0.288443,0.02094,0.723639,1.438804,0.709215,8
0.004624,-0.319956,0.421429,-0.00725,0.001202,1.381162,0.084481,0.811019,8
0.004706,0.266175,-0.134851,-0.361768,0.286626,1.666779,0.45601,0.73392,8
0.004754,-0.443845,0.423256,-0.092455,0.162639,2.734507,0.026583,0.852043,7
0.004792,0.104937,-0.401283,-0.200084,-0.103792,0.310614,0.804354,0.563987,6
0.004926,0.165382,0.494819,0.457909,0.07542,0.31117,0.679664,0.658641,7
0.004947,-0.415309,-0.472164,0.399563,-0.161876,1.922695,0.056876,0.786449,7
0.004972,-0.287167,-0.102249,-0.187954,0.179121,1.660048,0.634133,0.576942,7
0.005047,-0.291931,0.466853,-0.285317,-0.053557,0.356553,0.970473,0.720854,8
0.005047,-0.291931,0.466853,-0.285317,-0.053557,0.356553,0.970473,0.720854,8
0.00508,0.192366,-0.243792,0.082961,0.320809,0.740159,0.027165,0.158943,6
0.005107,0.411534,0.002254,-0.453663,-0.112537,0.253464,0.252739,0.248694,6
0.005172,0.064086,0.014355,-0.253479,0.041704,1.139244,0.035059,0.601461,7
0.005232,-0.394085,-0.123602,0.13108,0.022052,0.954357,0.249157,0.756388,5
0.005236,-0.229348,-0.052271,-0.045597,-0.076743,0.575126,0.581261,0.405835,5
0.005249,-0.239042,0.225715,0.379836,0.361718,0.280718,0.65795,0.532234,5
0.005249,-0.239042,0.225715,0.379836,0.361718,0.280718,0.65795,0.532234,5
0.005263,0.044991,-0.011501,-0.393716,0.402349,0.731058,0.425522,0.794742,7
0.005274,-0.436005,-0.145442,-0.053594,-0.276287,1.677077,0.224266,0.199907,8
0.005387,0.17845,0.048531,-0.208612,-0.107899,1.280076,0.333349,0.888624,8
0.00547,-0.31299,0.368761,-0.441495,-0.455536,0.017307,0.284174,0.612935,5
0.005529,-0.427664,-0.284278,-0.470567,0.310521,0.263929,1.547062,0.826457,6
0.005701,-0.358782,0.3241,-0.057797,0.090112,0.07016,2.132129,0.664942,8
0.005701,-0.358782,0.3241,-0.057797,0.090112,0.07016,2.132129,0.664942,8
0.005701,-0.358782,0.3241,-0.057797,0.090112,0.07016,2.132129,0.664942,8
0.005701,-0.358782,0.3241,-0.057797,0.090112,0.07016,2.132129,0.664942,8
0.005702,-0.437253,0.173936,0.191538,0.489026,1.103195,0.507826,0.86472,6
0.005739,-0.11821,0.477272,0.358174,0.381025,1.145331,0.128528,0.167157,7
0.005757,0.095811,0.42289,-0.370977,-0.03518,1.640439,0.521478,0.768714,8
0.005757,0.095811,0.42289,-0.370977,-0.03518,1.640439,0.521478,0.768714,8
0.005757,0.095811,0.42289,-0.370977,-0.03518,1.640439,0.521478,0.768714,8
0.005879,0.387358,-0.150022,0.422999,-0.054864,1.514446,0.413648,0.591991,7
0.00596,-0.091212,0.493574,0.236152,-0.139409,0.618271,0.981413,0.158585,7
0.00596,-0.091212,0.493574,0.236152,-0.139409,0.618271,0.981413,0.158585,7
0.006002,-0.434346,0.421692,-0.015247,-0.225136,1.342491,0.722236,0.853179,7
0.006048,-0.285508,0.095431,0.364867,0.359214,0.559811,1.024139,0.228221,7
0.00605,0.103488,0.029628,0.231075,-0.450034,0.342204,0.459258,0.307943,5
0.006056,-0.374404,-0.080072,0.422475,0.112228,0.104324,1.019671,0.115769,6
0.006056,-0.374404,-0.080072,0.422475,0.112228,0.104324,1.019671,0.115769,6
0.006098,-0.099931,-0.169764,0.223147,0.478323,0.512723,1.180226,0.46555,7
0.006112,-0.331179,0.048774,0.18016,-0.265205,0.962534,0.617415,0.676593,8
0.006189,0.177028,-0.288217,-0.425032,-0.236422,0.77094,0.116538,0.577257,7
0.006272,-0.191675,-0.389037,-0.037401,0.367032,1.415907,0.178646,0.954925,7
0.006272,-0.191675,-0.389037,-0.037401,0.367032,1.415907,0.178646,0.954925,7
0.006279,0.379576,0.000609,0.013365,0.264727,0.714122,0.20125,0.625695,7
0.006279,0.379576,0.000609,0.013365,0.264727,0.714122,0.20125,0.625695,7
0.006279,0.379576,0.000609,0.013365,0.264727,0.714122,0.20125,0.625695,7
0.006289,-0.125329,-0.100668,-0.487825,-0.281132,0.006176,1.038899,0.810435,7
0.006289,0.406873,0.22719,0.137112,-0.308989,0.856476,0.7258,0.897021,8
0.006289,0.406873,0.22719,0.137112,-0.308989,0.856476,0.7258,0.897021,8
0.006505,-0.339095,-0.053834,-0.112457,-0.451086,0.952414,1.529736,0.797216,7
0.006601,-0.396873,0.26983,0.170683,-0.457178,1.136098,0.280614,0.378979,7
0.006612,0.046884,0.264839,-0.24284,-0.272194,0.489178,0.55336,0.779612,6
0.006617,-0.443116,-0.282189,-0.20262,0.45152,0.841318,0.139353,0.770082,5
0.006672,-0.285638,-0.320313,-0.177386,-0.083322,1.253353,0.158581,0.343894,7
0.006672,0.32517,0.131597,0.249689,0.323902,0.642907,0.62036,0.632522,6
0.006706,0.394349,-0.470027,0.438649,0.160275,0.703395,0.684471,0.648764,6
0.006706,0.394349,-0.470027,0.438649,0.160275,0.703395,0.684471,0.648764,6
0.006706,0.394349,-0.470027,0.438649,0.160275,0.703395,0.684471,0.648764,6
0.006748,0.19344,0.185972,0.452007,0.19425,0.122397,2.079396,0.316974,8
0.006748,0.19344,0.185972,0.452007,0.19425,0.122397,2.079396,0.316974,8
0.006939,-0.134787,0.043172,-0.371641,0.260097,0.519189,0.733934,0.415454,7
0.006939,-0.134787,0.043172,-0.371641,0.260097,0.519189,0.733934,0.415454,7
0.006964,-0.160032,0.480604,-0.211605,0.412377,0.0356,1.331033,0.707629,8
0.006966,-0.355507,0.050467,0.422945,0.287384,0.758353,0.496052,0.878255,5
0.006993,-0.290075,0.048646,-0.294493,0.329711,1.258588,0.496969,0.545617,8
0.007154,0.467625,0.171312,-0.025713,0.350083,0.643128,0.268275,0.64508,6
0.007407,0.269801,-0.350567,0.214584,-0.416462,0.6581,0.106239,0.864824,5
0.007457,-0.375734,0.28971,-0.038224,0.074955,1.169289,0.267782,0.418905,7
0.007467,-0.174112,0.169705,0.179058,0.227021,1.608137,0.276799,0.690391,8
0.007642,-0.228182,0.196834,-0.248943,-0.15565,0.618022,1.965002,0.790974,7
0.007642,-0.228182,0.196834,-0.248943,-0.15565,0.618022,1.965002,0.790974,7
0.00771,0.220163,-0.282229,0.015465,0.288035,0.476892,0.612818,0.845749,7
0.00771,0.220163,-0.282229,0.015465,0.288035,0.476892,0.612818,0.845749,7
0.00771,0.220163,-0.282229,0.015465,0.288035,0.476892,0.612818,0.845749,7
0.007895,-0.020415,-0.239099,-0.019876,0.003812,0.136204,1.38529,0.555972,5
0.007895,-0.020415,-0.239099,-0.019876,0.003812,0.136204,1.38529,0.555972,5
0.007908,-0.483543,-0.497885,0.277879,0.453983,0.063099,1.129429,0.845031,7
0.007987,-0.161816,0.298892,-0.442945,-0.382921,2.226502,0.049393,0.604114,8
0.007987,-0.161816,0.298892,-0.442945,-0.382921,2.226502,0.049393,0.604114,8
0.008069,0.180359,0.483377,0.201569,-0.005866,1.68427,1.226307,0.530547,8
0.008142,-0.069571,0.141417,-0.347591,-0.026784,0.334279,1.325064,0.826655,5
0.008143,-0.445297,-0.21394,-0.009279,-0.455147,1.476888,1.209898,0.535976,7
0.008143,-0.445297,-0.21394,-0.009279,-0.455147,1.476888,1.209898,0.535976,7
0.00818,0.328526,-0.343137,0.426066,-0.471889,0.244869,0.198555,0.708691,5
0.008214,-0.319727,0.204362,0.498248,-0.41885,1.29652,0.217345,0.559116,5
0.008214,-0.319727,0.204362,0.498248,-0.41885,1.29652,0.217345,0.559116,5
0.008322,0.118888,-0.021492,0.452121,0.130345,1.731885,0.041815,0.489012,6
0.008416,-0.346536,-0.197245,-0.266079,0.419978,0.956101,0.382227,0.208493,7
0.008661,-0.364406,-0.277749,-0.086491,0.265494,1.637235,0.523045,0.703391,7
0.008776,-0.00974,0.456842,0.28272,-0.254202,1.70879,1.124921,0.757309,7
0.008776,-0.00974,0.456842,0.28272,-0.254202,1.70879,1.124921,0.757309,7
0.008776,-0.00974,0.456842,0.28272,-0.254202,1.70879,1.124921,0.757309,7
0.008782,-0.040605,0.218945,-0.363684,0.024629,1.298631,1.015979,0.727446,6
0.00908,-0.316517,-0.176498,0.374676,-0.383973,0.640387,1.069706,0.759868,6
0.009085,-0.321591,0.417962,-0.00838,-0.150192,1.41304,0.605102,0.728228,5
0.009139,0.399766,0.402908,0.008472,0.181789,0.596251,0.691594,0.703944,5
0.009139,0.399766,0.402908,0.008472,0.181789,0.596251,0.691594,0.703944,5
0.009146,0.418973,0.297026,-0.490133,-0.345759,2.416739,0.219579,0.649344,6
0.009259,-0.245568,-0.377413,-0.370497,0.443723,1.270795,0.381688,0.656997,5
0.009868,-0.131738,0.185431,0.345168,0.282266,0.975086,1.540821,0.610741,8
0.009868,-0.131738,0.185431,0.345168,0.282266,0.975086,1.540821,0.610741,8
0.009868,-0.131738,0.185431,0.345168,0.282266,0.975086,1.540821,0.610741,8
0.010035,0.28399,-0.110823,-0.20325,-0.338941,1.399689,0.75297,0.618075,6
0.010069,0.298144,-0.057618,0.241901,-0.398546,0.373962,1.57074,0.589668,7
0.010165,0.142378,-0.419813,0.210067,0.120652,1.518401,0.569696,0.56992,6
0.010182,0.064833,-0.237993,-0.452127,-0.25194,0.098719,1.230601,0.658009,5
0.010204,0.187767,0.059099,-0.091256,-0.354646,1.0438,1.035137,0.84345,8
0.010229,-0.431038,-0.263867,-0.351189,0.113828,0.035245,2.511251,0.339002,7
0.010316,0.216787,-0.46003,-0.26345,0.435052,1.13682,0.168226,0.442187,8
0.010324,-0.193855,0.411271,-0.163515,-0.018058,0.732487,0.38902,0.812577,6
0.010347,-0.168826,0.183911,0.365315,0.384969,1.206105,0.135071,0.178087,5
0.010347,-0.168826,0.183911,0.365315,0.384969,1.206105,0.135071,0.178087,5
0.010347,-0.168826,0.183911,0.365315,0.384969,1.206105,0.135071,0.178087,5
0.010438,-0.090917,0.369872,0.367435,0.30613,1.904953,0.288727,0.503733,7
0.01045,-0.487766,-0.377257,-0.222988,-0.166801,3.170058,0.287027,0.580349,8
0.01045,-0.487766,-0.377257,-0.222988,-0.166801,3.170058,0.287027,0.580349,8
0.010451,0.013874,-0.319904,0.498382,-0.439094,0.164173,1.586094,0.803872,7
0.010451,0.013874,-0.319904,0.498382,-0.439094,0.164173,1.586094,0.803872,7
0.010496,0.032919,-0.30048,-0.098457,-0.023621,1.114751,0.828303,0.553613,7
0.010512,-0.435172,-0.131317,-0.046911,-0.343332,0.008238,1.621876,0.481982,8
0.010654,-0.240464,-0.349827,0.392633,0.090112,0.462638,0.824132,0.571216,6
0.010656,-0.255143,-0.417098,0.410118,0.363132,2.394508,0.095076,0.253816,7
0.010759,-0.23629,-0.49143,0.231159,-0.404445,0.445642,1.709092,0.867595,5
0.010759,-0.23629,-0.49143,0.231159,-0.404445,0.445642,1.709092,0.867595,5
0.010865,-0.396605,0.301931,-0.235562,-0.217786,2.877764,0.070211,0.438287,8
0.010883,-0.138164,-0.167001,0.206,0.226975,0.821946,1.384871,0.398875,7
0.01177,0.021347,-0.399966,0.489068,-0.448597,2.749271,0.419768,0.895774,8
0.011777,0.1744,-0.224768,0.268977,-0.094315,0.40341,2.192195,0.294727,8
0.011847,0.241981,-0.031723,-0.083886,-0.214518,0.082927,1.346261,0.860657,8
0.011847,0.241981,-0.031723,-0.083886,-0.214518,0.082927,1.346261,0.860657,8
0.011848,-0.0808,0.189505,-0.379902,0.254987,0.158169,0.991601,0.859102,5
0.011944,-0.028402,-0.180549,-0.023408,0.269433,1.51387,1.173359,0.62161,8
0.011944,-0.028402,-0.180549,-0.023408,0.269433,1.51387,1.173359,0.62161,8
0.01197,-0.31944,0.15304,0.037424,0.078068,1.695493,0.983159,0.37654,8
0.012118,-0.128329,0.415419,0.060378,0.005411,2.259531,0.162401,0.658696,8
0.012125,-0.117556,0.054211,0.295596,0.277789,0.56138,1.513132,0.840022,8
0.012125,-0.117556,0.054211,0.295596,0.277789,0.56138,1.513132,0.840022,8
0.012125,-0.117556,0.054211,0.295596,0.277789,0.56138,1.513132,0.840022,8
0.01217,0.484716,0.490923,-0.390369,0.493768,0.223048,1.161229,0.524918,5
0.012312,0.105698,-0.403759,-0.47993,-0.200596,0.24294,1.380846,0.437782,6
0.012346,0.478847,0.454087,0.34595,0.077409,2.073525,0.057329,0.756317,7
0.012433,0.231261,-0.069577,0.374373,-0.437515,0.200813,0.784969,0.697136,5
0.012438,0.220884,0.313301,-0.456195,-0.264463,1.634807,0.495983,0.509174,8
0.012543,-0.073927,-0.240719,-0.322615,0.022914,0.420224,1.655292,0.458863,7
0.012555,0.04907,0.365398,-0.450651,-0.163637,0.696631,1.447646,0.868918,7
0.012591,-0.010854,-0.12146,-0.128295,-0.345234,2.483445,0.195248,0.359661,7
0.012621,0.213077,-0.430485,-0.039833,-0.352932,1.110836,1.681006,0.773934,8
0.01269,0.197881,-0.217847,-0.405307,-0.349652,0.644613,0.171115,0.844839,5
0.012717,0.18621,0.27337,0.232139,0.342119,0.202521,1.819945,0.626842,7
0.012821,-0.186905,-0.241971,-0.245029,-0.177047,1.38285,1.908023,0.828195,7
0.013111,-0.106429,0.230547,0.138088,0.397504,0.443485,1.787727,0.780148,8
