usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
54,14,1,7475,816,577,12.75476186742938,9.946857238643833,429259,116588,1.016860085359128,280,997412
55,16,1,7415,815,577,12.723386338749114,9.742625271198266,426415,116840,1.007804682558944,277,996495
54,17,2,7431,817,567,12.721291978943633,10.075772817962019,425605,118693,1.0384793391893181,284,995281
54,17,2,7424,814,568,12.801811067541475,10.180430694584315,429858,117959,1.0075260552912726,268,995769
55,16,1,7462,816,569,12.694265751920543,9.854108488391672,425873,116927,1.0286895916093948,278,996267
54,38,0,5556,650,481,13.003883328412762,7.229297665300476,389651,19728,1.0164891592213143,186,970361
55,36,0,5528,651,483,13.086261545809025,6.395302521000138,395075,23163,0.9990863000097612,179,970147
55,36,0,5542,652,483,13.03,7.01,394254,20627,1.0,184,969985
55,33,0,5536,649,482,13.052589466599754,6.964129149802344,395629,20170,1.042329608696835,194,969298
55,36,0,5558,658,481,12.97806097517674,6.835649893183215,394555,20408,1.0198634800588169,198,968979
55,36,0,5542,652,483,13.03,7.01,394254,20627,1.0,184,969985
54,49,0,5332,274,172,13.363834423342999,31.266790962161124,240584,25838,2.489868722837434,275,1108890
55,48,0,5372,274,179,13.4576075852386,31.602517074208272,243753,24894,2.5271183105648345,265,1109329
55,49,0,5310,276,176,13.43,31.66,241989,26572,2.5,272,1108731
54,46,0,5328,276,172,13.426176190096083,31.83591364260737,241517,27318,2.49979702306613,287,1109019
54,51,0,5322,282,170,13.355556995832426,31.556332362965396,241835,27743,2.5239219058342393,261,1109847
55,48,0,5332,274,182,13.357531831285906,31.90619172649159,243501,27636,2.447385321547184,268,1108541
55,50,0,5020,390,239,14.20307261109732,34.83367571805442,152279,26386,0.9967422595216212,192,1104650
55,50,0,5035,396,244,14.160079168883852,35.28094692619254,152203,24541,1.0005194447907633,204,1104006
55,50,0,5031,397,239,14.2,34.8,150140,25263,1.0,187,1105467
61,66,0,5768,397,241,16.433490819740914,45.54952737514251,151462,27322,1.0,236,1107677
59,63,2,5289,405,270,14.312728367788006,39.05518876952113,150394,27355,1.0,224,1106286
55,50,0,5031,397,239,14.2,34.8,150140,25263,1.0,187,1105467
54,53,0,3753,267,112,12.793723830393297,36.870807819406984,432296,35244,2.2654116261448096,191,1109465
54,53,0,3750,275,109,12.828362916473086,35.97329063663627,433270,31631,2.3270446972058165,184,1109532
54,53,0,3766,273,114,12.904399965802432,36.88662124920981,436494,33963,2.3075370537251345,167,1107328
55,53,0,3760,272,112,12.83,36.67,434501,32705,2.3,185,1108132
56,57,0,4667,314,128,13.138009255907148,37.302067826452095,438962,34429,2.3696559956786283,185,1108436
56,55,0,4662,308,127,13.09297014043371,37.769153415891374,437758,34500,2.4795614191633257,199,1108515
56,15,1,6172,635,495,12.97,17.76,273452,68783,1.3,480,1093009
56,15,1,6172,635,495,12.97,17.76,273452,68783,1.3,480,1093009
56,15,1,6172,635,495,12.97,17.76,273452,68783,1.3,480,1093009
56,14,2,6158,635,494,13.04986621194226,17.848215576082413,273326,70501,1.3103473523180238,482,1090877
56,15,1,6172,635,495,12.97,17.76,273452,68783,1.3,480,1093009
56,14,0,6170,630,499,13.007219252572234,17.82116301830733,271304,68580,1.3229578159568165,498,1092744
55,16,0,3904,409,355,15.332845760424217,35.59486007303648,280037,229871,0.9522314749630713,355,1079850
56,17,0,3902,411,355,15.4,35.4,284485,228809,1.0,373,1079026
55,19,0,3844,413,361,15.381211929377185,35.06638545158734,280616,230515,0.9823308743097904,370,1076829
56,17,0,3902,411,355,15.4,35.4,284485,228809,1.0,373,1079026
56,17,0,3931,409,355,15.436664339336772,35.53077307189278,280648,227729,1.0429056695186734,369,1077817
56,17,0,3902,411,355,15.4,35.4,284485,228809,1.0,373,1079026
56,21,6,5456,485,304,11.4,11.0,390051,40479,1.0,530,982954
56,21,6,5456,485,304,11.4,11.0,390051,40479,1.0,530,982954
56,21,5,5436,476,309,11.328450040925887,11.03766327519099,395078,43347,1.0190885231408167,532,983430
56,21,6,5456,485,304,11.4,11.0,390051,40479,1.0,530,982954
56,20,5,5423,488,300,11.469697164940994,11.01155723608271,393870,41081,1.0055910419454912,539,982902
55,21,6,5422,485,300,11.354817759058411,10.987842707449497,389052,39731,1.0127821335670781,536,982121
56,46,43,5765,703,332,13.453364910333253,34.250293326398236,252130,151911,0.9637626213605107,1190,1087862
56,48,44,5793,705,325,13.4,34.8,251986,151431,1.0,1188,1087403
55,50,44,5793,701,328,13.361870730492454,34.63146549561704,254169,152548,0.980602290954021,1195,1086432
55,47,44,5818,706,325,13.454256177250786,34.98615197766484,255546,150843,0.9989427429473405,1193,1086765
55,47,42,5765,701,321,13.427186982323411,34.42749749042958,258261,150299,0.9970904055023101,1182,1090159
56,48,44,5793,705,325,13.4,34.8,251986,151431,1.0,1188,1087403
55,49,2,5584,234,214,13.298588914802059,40.31965977388832,233694,51561,1.9732115612384418,211,1094651
55,53,2,5598,230,210,13.182828048832508,40.60724589717457,234672,51255,1.9849021161218683,212,1093647
56,53,3,5615,231,213,13.188335859264201,40.795938041307764,239682,49050,1.9788685788978781,201,1092197
56,54,2,5599,232,211,13.2,40.6,234916,50239,2.0,213,1095446
56,54,2,5599,232,211,13.2,40.6,234916,50239,2.0,213,1095446
55,56,1,5593,235,207,13.231311804772526,41.22491619115752,234382,50280,2.0086405168686117,212,1096519
55,120,0,2757,292,109,13.141190498122567,38.69692956903976,104312,38338,1.4886307067604918,831,1086259
56,118,1,2747,287,104,13.261214504044077,39.16704064172524,107844,40602,1.487267175798863,819,1087751
56,119,0,2796,287,110,13.224688012234152,38.854272277447976,105281,41005,1.5000738747482678,807,1085539
56,119,0,2773,289,109,13.2,38.8,104786,39867,1.5,821,1086093
56,119,0,2773,289,109,13.2,38.8,104786,39867,1.5,821,1086093
55,119,0,2761,286,111,13.23410783137414,38.74659824316497,100652,37636,1.5291380435032182,824,1089629
57,13,0,4165,299,161,11.648511843641522,33.15024514573871,423337,42087,1.0045629133628478,263,1082626
56,13,0,4181,303,155,11.661525220204325,32.7891018361116,429606,40347,0.9521123601652677,239,1081946
56,15,0,4212,301,157,11.492501855794055,32.665181805106734,423793,42024,1.0429196939791379,245,1082019
56,14,0,4160,299,153,11.691966859517224,33.119470739836444,425085,39811,0.980847421833273,234,1081204
56,13,0,4146,298,157,11.57180533568203,33.1865206078955,425255,42234,0.9911581150190875,236,1083809
56,12,0,4138,304,159,11.51178131136446,33.2754381762177,421732,41965,1.0045280014118274,234,1082895
57,15,1,4710,581,488,14.160621037719658,20.164124902110938,246997,19593,1.5308819782328391,188,1100737
56,15,1,4699,573,495,14.124113790834537,20.150430253786848,244698,19179,1.4538822698739917,203,1101273
57,16,2,4734,576,492,14.12,20.28,246735,20236,1.5,189,1102007
56,15,1,4766,573,486,14.095974291995034,20.53508916558836,244852,19229,1.5324654526939065,196,1102470
57,14,0,4761,575,493,14.0113435011323,19.98621661397424,249213,20016,1.5370000736755152,187,1100403
56,14,1,4771,579,492,14.226862727048507,20.272397735465386,246623,21819,1.4899282354119965,184,1100036
57,45,0,4799,364,237,12.816775663011565,29.792638013315436,261339,43966,1.523017873373706,182,1106441
57,45,1,4826,362,243,12.938478716634615,30.212000900862215,260086,42567,1.52339675705466,175,1107390
57,45,0,4807,358,241,12.813883730968856,29.88976403360743,261178,43272,1.5064712546045298,158,1106025
56,47,1,4790,366,248,12.709397779075397,30.4693435053119,264788,40830,1.4918037742708103,162,1105461
56,46,0,4784,365,244,12.844187438447499,30.56775113001715,256059,43022,1.5000781817759516,181,1108085
57,46,1,4794,362,243,12.83,30.06,260165,41943,1.5,163,1107203
56,53,6,5705,316,175,10.963245239359953,27.999562037294805,402745,45203,1.0111995304410315,1202,1108317
56,51,6,5690,311,173,11.012636146872948,27.845455744745113,402146,43183,0.9827821586521118,1219,1107909
56,52,6,5721,310,166,11.02253319723857,27.634119109996366,402880,42205,1.0187106478998094,1201,1108083
56,53,6,5688,310,168,11.11016065392131,28.01668918597896,398700,44028,1.0390301215611912,1211,1108224
56,52,6,5715,312,173,10.91837362400913,28.114320072234605,401560,42933,0.972436737913994,1210,1108195
57,53,7,5708,311,169,11.0,27.8,405406,42991,1.0,1207,1107931
56,59,0,6099,352,86,15.128165885483293,49.95222907601513,478430,35347,3.223791987617798,175,1083031
56,58,0,6142,342,89,15.172946280358195,49.87491553136815,474678,37223,3.2490370577544803,179,1084212
57,58,0,6101,341,87,15.239550439324821,49.573115331825726,474927,34069,3.1369196593686617,183,1082360
56,59,0,6136,342,87,15.122049154532068,50.082012912517214,476198,33492,3.1831172213219645,174,1084493
57,59,0,6162,343,87,15.261226666531448,49.52719371216101,475742,32581,3.1931204741525687,191,1084535
57,59,0,6122,345,87,15.17,49.9,476515,34281,3.2,185,1083578
57,59,2,3976,357,244,13.03,36.07,249775,53161,1.4,401,1097045
57,57,2,3957,360,247,12.989127140341937,35.849949857016085,249362,53379,1.3818982423831205,412,1095481
56,55,1,3975,357,249,13.094835612309202,35.8994507728276,248525,53436,1.3938604665847496,410,1096765
56,60,1,3973,355,243,13.035017401146614,36.282220645040745,242752,53230,1.405409018226857,408,1096336
56,57,1,3975,361,241,13.075411781880904,36.11297463321489,248923,53198,1.4166668627593877,398,1095618
57,59,2,3976,357,244,13.03,36.07,249775,53161,1.4,401,1097045
56,100,31,5577,700,542,8.061820796337871,2.703839547872726,390887,114924,1.0194440019218987,591,1019931
57,98,31,5515,692,543,8.072580179081754,3.2254132162335636,385987,113879,0.9715701236744894,588,1019200
57,100,31,5548,694,543,8.0,3.0,386186,112809,1.0,591,1020440
57,96,30,5559,697,540,8.049319310054171,2.860563284124219,384764,112312,0.990251812540678,587,1022224
57,97,30,5579,697,548,7.944228439060554,2.8800113324537557,385447,112878,0.9537675883730492,601,1020842
56,97,31,5533,689,540,8.00699952384949,3.0147056511059414,382090,112147,1.0263719479413012,584,1021522
57,13,0,4386,374,164,12.541472121588992,35.59819859150197,245243,20945,2.728542304470861,314,1072019
58,14,0,4397,371,164,12.55,35.66,247839,21597,2.7,307,1074696
59,38,36,4850,637,357,13.37451198805766,39.754483367693595,249816,22315,2.758398649790133,506,1076422
57,15,0,4422,367,164,12.540995468432236,35.99218827038802,245255,20209,2.6713587732010717,312,1074554
59,28,32,4985,524,365,14.846815569306374,39.05248827540789,250104,22343,4.098357869500827,707,1075733
58,14,0,4397,371,164,12.55,35.66,247839,21597,2.7,307,1074696
57,14,2,4749,252,166,10.574810214632123,33.51158637848789,465751,45848,0.9947871082689174,169,1089562
57,12,2,4695,246,155,10.694705667070963,34.32643331842787,470276,45730,0.9910502780378612,156,1091677
57,15,1,4720,249,159,10.648513701100173,33.98412848822779,467326,45882,1.0373109902285904,169,1088850
57,14,2,4744,254,165,10.552694570310345,33.640200511156756,464643,46630,1.0101431364977873,169,1090735
57,12,2,4698,245,159,10.596147343775526,34.116215035982776,464633,43497,1.007516396223797,172,1089414
57,15,1,4727,254,164,10.622142764821445,33.8044877863514,465815,46110,0.958570185547243,182,1088595
58,24,2,3160,358,221,7.400870955460526,10.122441239332725,226914,72606,1.347802627784391,135,996280
58,27,0,3187,359,228,7.365490509346963,9.58889568600287,236607,70716,1.3972052635747518,154,996780
58,25,0,3162,360,232,7.471998240012442,9.741402934941366,230573,71265,1.3733893487280726,138,996138
58,27,1,3131,359,228,7.285762547794208,10.139934646093767,232579,72573,1.4341664104642986,149,994385
57,26,0,3153,357,219,7.409666713533269,9.610473326287087,233629,71811,1.4063313774920199,143,996730
57,25,0,3188,358,226,7.437813959555024,10.04182829131487,235317,71638,1.3667653734543537,141,997738
58,36,2,5332,576,393,10.58,16.17,232136,41525,4.4,130,1091202
58,36,2,5332,577,391,10.667023408366475,16.38091671414491,233414,40723,4.331080733241212,142,1091336
58,36,2,5357,578,399,10.646178297578146,16.251921919078484,234170,40606,4.421193774936516,139,1091387
58,36,2,5332,576,393,10.58,16.17,232136,41525,4.4,130,1091202
58,36,1,5332,575,397,10.707392266201762,15.976444501483455,228342,43282,4.397448019626425,132,1090691
58,36,2,5332,576,393,10.58,16.17,232136,41525,4.4,130,1091202
57,50,0,5399,259,137,12.113512999975551,34.40887087494681,445289,36542,2.8983625860905606,217,1107860
58,46,0,4677,212,131,11.4,34.2,441971,35914,2.8,211,1107467
57,49,0,5142,257,142,11.400889931929116,35.61010699263317,443871,36735,2.8771657329672906,225,1107996
58,47,1,4671,212,137,11.326464925807938,34.1516404868642,441107,34739,2.8509933215450904,215,1107540
58,44,0,4657,217,131,11.403844974357506,34.04177779654288,436803,35962,2.8282723692386975,215,1106782
57,46,0,4679,218,130,11.432283411548973,34.33064137504318,443967,35638,2.8255938900667723,219,1105019
58,45,1,3818,214,153,12.033846399876424,34.63959151577611,229877,35140,2.564939012740515,159,1095444
60,53,1,3821,216,157,13.295126233397934,38.88303729117759,229648,39153,2.797473320840998,169,1096697
58,46,1,3807,207,157,12.025003020566103,35.1209771980608,231404,32930,2.551849993678106,173,1097748
58,52,1,3856,230,173,12.039269526239323,41.72761394108695,229301,34419,2.698627117660851,166,1095728
58,47,1,3817,210,151,12.0,34.8,229231,34353,2.6,162,1095566
60,54,1,3964,217,158,13.323365519975116,37.680391394068565,229360,37133,2.7149727701168818,167,1096246
58,54,34,5657,777,594,11.4,6.8,446525,68465,2.0,424,1031053
57,53,34,5642,785,597,11.377360196678477,6.807741858213373,449475,65633,1.990080014370289,420,1031456
58,55,34,5633,773,596,11.384464136229504,6.782532222015559,446593,67892,1.967630363037581,419,1030413
58,53,34,5673,773,593,11.477911758683225,6.966753063206931,446798,68319,1.9847535086986992,404,1032036
57,54,34,5669,778,592,11.403386895086875,6.780844379021931,448138,68967,2.0340620606239592,426,1030608
58,54,34,5657,777,594,11.4,6.8,446525,68465,2.0,424,1031053
57,58,3,3365,211,107,10.402055184521542,27.79507875062802,284301,34210,1.4217679930507028,164,1103748
57,58,3,3410,208,117,10.451269454301537,28.065597796009698,286691,33805,1.4189877777579036,165,1105184
58,58,2,3357,211,112,10.445321891099546,27.561413220290724,290160,36036,1.4253130470286122,172,1104509
58,58,3,3379,212,110,10.38,27.74,285687,34843,1.4,171,1105214
57,58,2,3360,205,111,10.457697028091713,27.426498398981302,285166,33963,1.3903451882325348,170,1104611
58,56,2,3394,213,113,10.257970422942325,27.738164275451783,284842,33135,1.372630661315529,157,1105058
57,58,4,3795,200,99,12.471473697979079,33.232014813672855,114769,28649,1.6392854952641038,1087,1108026
57,60,5,3772,193,103,12.3198611934771,33.41634957078871,117380,28001,1.6055765582613044,1090,1107204
57,58,4,3770,194,100,12.326630107324842,33.21509946451962,119885,28067,1.5781911877248473,1090,1107151
58,60,5,3777,198,102,12.4,33.6,117384,28568,1.6,1086,1107486
58,59,6,3760,198,100,12.263917734129619,33.80664155337523,116683,28844,1.6013869043318907,1091,1108151
58,60,5,3777,198,102,12.4,33.6,117384,28568,1.6,1086,1107486
58,164,18,4432,573,222,5.99,8.58,386448,38136,2.2,132,972691
58,164,18,4432,573,222,5.99,8.58,386448,38136,2.2,132,972691
58,164,18,4423,585,216,6.016175557826566,8.390182181423217,384036,37401,2.2082132107261763,132,972312
58,163,18,4461,575,220,5.948665112097119,8.574724299555319,387614,37492,2.232208811499774,126,973179
58,164,18,4432,573,222,5.99,8.58,386448,38136,2.2,132,972691
58,161,18,4417,578,224,6.009894942289163,8.500323609017581,383189,38832,2.2532008268807515,134,970871
58,14,2,6169,692,585,7.754877912145614,2.4460819291688916,228467,89919,2.291607520174739,3267,1004749
59,14,2,6187,684,590,7.756566619348508,2.788820550430173,226283,90590,2.3366259863424834,3268,1004295
59,16,3,6211,695,579,7.881862223556029,3.039819444260605,224603,89105,2.3381292942353475,3284,1006199
59,12,2,6137,690,589,7.831986924927087,2.762579368457181,221016,91770,2.2893001256350587,3269,1005905
58,13,2,6241,692,588,7.76973495783455,2.8385513183066413,225934,88986,2.2983098813510012,3248,1005998
59,15,1,6210,689,587,7.695568614204155,2.8510917729417278,224477,90493,2.295065139165334,3254,1005664
58,15,0,5794,453,274,11.994368919469448,39.43671571731801,270156,76000,3.55088575341056,372,1092590
59,15,0,3778,219,160,11.2,34.4,269997,75702,2.8,301,1092590
59,15,0,3778,219,160,11.2,34.4,269997,75702,2.8,301,1092590
58,14,0,3795,220,161,11.159066190482797,34.18273141962512,269819,75560,2.7662226040653124,292,1091947
58,15,0,3817,218,162,11.194181784702378,33.88092760795684,270785,77417,2.8000897067680426,293,1090513
58,15,0,3780,222,158,11.230053352883202,34.576572507687935,271828,77385,2.7623734271859592,302,1092202
59,20,1,5777,677,569,11.8,5.8,500122,41626,1.2,152,1024738
59,18,0,5768,682,571,11.83560058380272,5.389689758869614,500774,40709,1.1894161504094192,154,1022489
59,22,1,5739,676,567,11.849838621671303,5.59478719542112,505005,39678,1.19706409145698,154,1023962
59,20,1,5777,677,569,11.8,5.8,500122,41626,1.2,152,1024738
58,20,0,5796,680,566,11.852776087648884,5.564570570967607,495709,42417,1.1669240149226785,163,1025316
58,20,1,5796,679,569,11.910305546106471,5.847638925632365,502099,41718,1.2172509240553768,138,1024677
59,42,2,4377,524,384,11.74083911925999,19.3876034387356,437718,106589,2.5167515685212836,1398,1105763
59,41,1,4425,523,387,11.8,19.8,436938,105307,2.5,1401,1106198
58,40,0,4460,526,388,11.865896908770841,20.076838884088644,439106,105705,2.4432807112936126,1402,1107248
59,41,1,4447,521,389,11.811122105172993,19.72131751238047,434898,103488,2.5045313383601604,1393,1106761
59,41,0,4360,523,384,11.900867277805107,20.087102406359765,441020,105878,2.470113558547952,1406,1106360
59,41,1,4388,524,385,11.876084685362258,19.787495342903757,437565,106696,2.5370632799478825,1401,1106005
59,48,12,6085,565,526,12.97766978690114,8.737019220276322,378815,38635,0.9804561989865643,288,971946
58,49,11,6125,563,525,13.00461256457936,8.085578314642845,374758,35265,1.0057296604750021,288,970527
58,82,17,7050,570,577,14.658089342294792,8.474036665318195,377387,38263,1.7785157630874413,441,972232
59,52,12,6064,567,523,12.972858830159486,8.776610411533673,374703,37946,1.018289828509321,301,972388
58,93,13,7508,566,719,15.999088867898125,8.443173323518323,385021,38227,1.9522594487839917,434,972423
59,50,12,6130,563,528,12.89535153603328,8.051088404001604,367158,36816,1.0436309568006965,293,970612
59,54,11,3948,261,161,10.901263860630468,36.774740701731496,181519,38033,0.9944099502781486,156,1087988
59,58,11,3906,263,165,10.830249184654827,36.816282587758764,181264,40089,1.0087165349732898,152,1088727
59,55,10,3898,265,169,10.594987693088447,36.81516540171702,184220,37931,0.9657346928751466,164,1086906
59,56,10,3914,262,164,10.813846038266131,37.13525365848894,184233,38310,0.9870979862201764,155,1089860
59,54,10,3926,261,165,10.794614649684766,36.821337900110265,185405,39369,0.9883423561554745,166,1088536
59,53,10,3879,255,164,10.77518306378447,37.444536249858984,183331,36703,0.9696918877071472,162,1088429
58,59,61,6552,674,547,11.145492134983547,4.618392319326335,355209,53543,1.8300616457170056,850,1054617
58,56,62,6567,679,556,11.266257099639688,4.820144649131008,358479,53791,1.8236034195373922,856,1053137
59,59,62,6551,677,551,11.248075756975535,4.7390226782621925,356959,53748,1.8110600398811545,839,1054128
58,58,61,6531,679,546,11.161022651680073,4.35102781627035,355952,52973,1.8475271145348224,852,1055060
59,58,61,6574,675,550,11.237679167672644,4.641318224109787,358116,52097,1.7553171902402784,853,1054367
59,58,62,6565,679,551,11.2,4.6,358824,52641,1.8,855,1054050
59,66,3,4085,158,112,11.98694929989236,35.28527718132672,170619,61493,2.39731696578936,148,1095398
58,66,2,4081,167,123,12.052323852620226,35.25859594592245,165477,65196,2.4523787287156265,140,1093656
59,67,2,4102,156,115,12.013967279285941,35.34567325502926,166418,65082,2.385182923932894,150,1093999
59,66,3,4117,159,120,12.0,35.4,168445,64244,2.4,145,1094560
58,64,2,4044,156,124,12.003730695361087,35.94050043974981,169063,65873,2.334883864945166,154,1094975
59,67,3,4100,153,122,12.021052821365762,35.38821428509383,166921,64461,2.3905528181535454,160,1094455
58,79,72,5051,590,497,8.937276574011426,4.813626648832453,493389,46479,1.6759765828131923,310,1027871
59,79,72,5033,593,499,9.0,5.2,489658,44708,1.7,306,1027808
59,108,92,5634,663,519,10.875571628058205,5.653064805102732,490615,46765,2.141620192301383,346,1030432
59,79,72,5033,593,499,9.0,5.2,489658,44708,1.7,306,1027808
58,77,72,5063,591,498,9.059728004619634,5.360276930300671,488998,45105,1.6922950846369949,317,1028768
58,78,71,5014,590,501,8.998941798644253,5.519798756789831,491080,46864,1.6974697860046564,303,1027858
59,88,64,4215,279,189,12.42,30.46,135841,25070,3.8,434,1109996
59,88,64,4215,279,189,12.42,30.46,135841,25070,3.8,434,1109996
59,88,64,4215,279,189,12.42,30.46,135841,25070,3.8,434,1109996
